,locator_address,coord
348,2256 wa-153 ste b Carlton WA 98814,"(48.25437893584024, -120.10845782118487)"
349,9822 15th ave sw ste b Seattle WA 98106,"(47.51492075, -122.35334075049721)"
350,15804 highway 99 unit a Lynnwood WA 98087,"(47.8552774911027, -122.29040562357478)"
351,3833 pacific ave ste 3-c Tacoma WA 98418,"(47.221817400000006, -122.43345249999999)"
352,1717 ne andresen rd Vancouver WA 98661,"(45.635901998125924, -122.59998101945163)"
353,8296 avondale way ne ste b Redmond WA 98052,"(47.6769416, -122.1066136)"
354,100 e maple st ste a Bellingham WA 98225,"(48.747574, -122.482146)"
355,11811 mukilteo speedway Mukilteo WA 98275,"(47.891553816793355, -122.28593737526836)"
356,1123 sleater kinney rd se Lacey WA 98503,"(47.037474355704695, -122.83390081879195)"
357,8529 52nd st se Snohomish WA 98290,"(47.949386, -122.11701467676767)"
358,7215 212th st sw Edmonds WA 98026,"(47.80716445, -122.3308910842085)"
359,7656 state route 20 unit a Anacortes WA 98221,"(48.4633365, -122.58292305802166)"
360,14221 lake rd Lynnwood WA 98087,"(47.87234737875752, -122.27741340989552)"
361,51 morgan st unit b Davenport WA 99122,"(47.65406334573397, -118.1415913504192)"
362,11042 1st avenue s Seattle WA 98168,"(47.5378864, -122.3349917)"
363,2804 e 30th ave Spokane WA 99223,"(47.62720778359242, -117.3698574667002)"
364,6511 ne 137th ave Vancouver WA 98682,"(45.6699777812115, -122.53157431571252)"
365,1401 iowa st Bellingham WA 98229,"(48.756665, -122.4559438)"
366,316 n 36th st ste b Seattle WA 98103,"(47.6524507, -122.3547339)"
367,841 ness corner rd ste b Port hadlock WA 98339,"(48.03228124704559, -122.76156277562258)"
368,903 engh rd suite d Omak WA 98841,"(48.41683324263404, -119.50746865335724)"
369,133 howerton ave se ste b Ilwaco WA 98624,"(46.3070656, -124.0361429)"
370,430 carpenter rd se Lacey WA 98503,"(47.048462711162806, -122.79648225843823)"
371,12827 se 40th pl Bellevue WA 98006,"(47.57320336088672, -122.16814472778535)"
372,945 washington way ste 121 Longview WA 98632,"(46.14392878966306, -122.9278349174525)"
373,4336 roosevelt way ne ste c Seattle WA 98105,"(47.6610617, -122.3172712)"
374,16219 se 12th st ste 104 Vancouver WA 98683,"(45.611988999999994, -122.50602045454545)"
375,5655 guide meridian ste b Bellingham WA 98226,"(48.807457, -122.4862129)"
376,9929 airport way unit 1 Snohomish WA 98296,"(47.90418743907847, -122.09856887145597)"
377,17547 15th ave ne Shoreline WA 98155,"(47.756213646464644, -122.31359914141414)"
378,6733 state hwy 303 ne Bremerton WA 98311,
379,3941 colville rd Loon lake WA 99148,"(48.062672634823215, -117.62845688415781)"
380,1570 n national ave ste 105 Chehalis WA 98532,"(46.67555267255137, -122.96792944207995)"
381,8962 beaver valley rd Chimacum WA 98325,"(48.01055538461539, -122.76658807692307)"
382,28680 maple valley black Maple valley WA 98038,"(47.3455931, -122.0188197)"
383,7157 guide meridian rd #3 Lynden WA 98264,"(48.819238, -122.485781)"
384,20639 old highway 99 sw unit b Centralia WA 98531,"(46.788087142857144, -123.01167173469388)"
385,20291 sr 20 unit 2 Burlington WA 94140,"(48.707173, -119.104348)"
386,19315 bothell everett hwy #1 Bothell WA 98012,
387,410 w state st Sedro woolley WA 98284,"(48.503200050000004, -122.24648536747043)"
388,5952 airport rd Pullman WA 99163,"(46.7448247, -117.1119833)"
389,529 e hwy 395 ste a Kettle falls WA 99141,"(48.701292, -118.1267645)"
390,36711 u.s. highway 12 Dayton WA 98328,
391,1640 ne goldie st ste b Oak harbor WA 98277,"(48.3112211, -122.6443639)"
392,14608 hwy 99 suite #304 Lynnwood WA 98087,"(47.8659482, -122.2809873)"
393,13813 hwy 99 Lynnwood WA 98087,"(47.8479246, -122.2941206)"
394,5602 state route 270 ste b Pullman WA 99163,"(46.7302889778599, -117.09267746729881)"
395,4264 pacific hwy Bellingham WA 98226,"(48.795185861240476, -122.52587108247339)"
396,9107 n country homes blvd #13 Spokane WA 99218,
397,8312 e mill plain blvd Vancouver WA 98664,"(45.62374615, -122.58640795)"
398,16810 415th ave se ste a-2 Gold bar WA 98251,"(47.848792, -121.675319)"
399,3310 auburn way n ste c/d Auburn WA 98002,"(47.3365478, -122.2214363)"
400,1967 highway 395 s ste c Chewelah WA 99109,"(48.701292, -118.1267645)"
401,12525 willows rd ne ste 10 Kirkland WA 98034,"(47.7130985, -122.1542094)"
402,10 value parkway ste a Elma WA 98445,"(47.024251790049696, -123.3446913157072)"
403,1615 basin st sw Ephrata WA 98823,"(47.2902429, -119.573642)"
404,4107 e sprague ave Spokane WA 99202,"(47.6572069, -117.3921038)"
405,6010 n division st Spokane WA 99208,"(47.71248388888889, -117.41096244444444)"
406,24090 ne state route 3 ste i Belfair WA 98528,"(47.45409569945535, -122.82087366829994)"
407,930 1/2 valley mall pkwy East wenatchee WA 98802,"(47.416848598780426, -120.29419938880228)"
408,70 saltspring dr unit 2a Friday harbor WA 98250,"(48.795047, -122.70503)"
409,1009 e yakima ave Yakima WA 98901,"(46.605251918367344, -120.49068734693877)"
410,827 e francis ave Spokane WA 99208,"(47.71515157043274, -117.39752862590561)"
411,261 state hwy 28 west Soap lake WA 98851,
412,6620 n market st ste 100 Spokane WA 99217,"(47.718347178713756, -117.36437639477425)"
413,1111 w 1st ave ste a Spokane WA 99201,"(46.2075088042765, -119.13442314354941)"
414,21502 e gilbert rd Otis orchards WA 99027,
415,309 4th st w ste a Tonasket WA 98855,"(47.0705262020202, -109.44495825252525)"
416,25171 sr 525 Greenbank WA 98253,"(48.098913, -122.573553)"
417,327 sr 4 Cathlamet WA 98612,"(46.147153275510206, -122.91799892857142)"
418,"2947 e hwy 101 ste a, b Port angeles WA 98362","(48.10490671410729, -123.37709158318626)"
419,2427 w sims way ste f Port townsend WA 98368,"(48.10061995319026, -122.81279547911377)"
420,1845 1st st Cheney WA 99004,"(47.4980647, -117.5639544)"
421,11980 w sunset hwy ste a Airway heights WA 99001,"(47.64301290595308, -117.57414214387741)"
422,2840 e hwy 101 Port angeles WA 98362,"(48.104747224867985, -123.37645246095457)"
423,21412 highway 99 ste a Edmonds WA 98026,"(47.804789299999996, -122.32899215812856)"
424,2211 46th ave Longview WA 98632,"(46.16487984476363, -122.99938037475238)"
425,2008 n durry rd unit 2 Sprague WA 99032,
426,103b w galbreath way Ritzville WA 99169,"(47.11800789836979, -118.36808597285952)"
427,209 e 4th st ste b Sprague WA 99032,"(47.2980004, -117.9742945)"
428,712 5th st Clarkston WA 99403,"(46.41480561804973, -117.044359)"
429,3082 waitts lake rd Valley WA 99181,"(48.175812264484854, -117.74445328282717)"
430,18646 sr 525 ste b Freeland WA 98249,"(48.0127113939394, -122.5422444949495)"
431,200 suzanne lane ste d Mount vernon WA 98273,"(48.392854, -122.3352015)"
432,1171 wind river highway Carson WA 98610,"(45.72991641567806, -121.82060940689828)"
433,2200 talley way ste a Kelso WA 98626,"(46.122953, -122.896233)"
434,17929 state route 536 Mount vernon WA 98273,"(48.42650726562039, -122.3593907420762)"
435,2530 peace portal dr ste b Blaine WA 98230,"(48.9734937, -122.7250172)"
436,2300 talley way unit c Kelso WA 98626,"(46.11718, -122.891428)"
437,1215 n lake samish dr unit 1 Bellingham WA 98229,"(48.6854554545161, -122.39756587718539)"
438,1514 w university way Ellensburg WA 98926,"(46.999591026521905, -120.55611808438786)"
439,7550 us 97 Peshastin WA 98847,"(47.5576874, -120.5943339)"
440,2714 henson rd ste b Mount vernon WA 98273,"(48.39992375, -122.33236669733344)"
441,6620 n market st ste 101 Spokane WA 99217,"(47.718347178713756, -117.36437639477425)"
442,3079 156th ave se Bellevue WA 98007,"(47.58171862276531, -122.13482219180572)"
443,282023 hwy 101 Port townsend WA 98368,"(48.0967569, -122.69609134999999)"
444,927 w 2nd ave ste 1 Spokane WA 99201,"(48.926028512360894, -119.43869166254815)"
445,1611 s smittys blvd ste b Ritzville WA 99169,"(47.1190509, -118.3659694)"
446,22002 64th ave w ste 2a Mountlake terrace WA 98043,"(47.79935010204082, -122.31943806122449)"
447,2128 s 37th st Tacoma WA 98409,"(47.2231504, -122.46601969973418)"
448,115 blanchard st Seattle WA 98121,"(47.6130391, -122.3444425)"
449,17024 pacific ave s Spanaway WA 98387,"(47.10211555102041, -122.4349889387755)"
450,4800 40th ave sw ste b Seattle WA 98116,"(47.5590117, -122.38253954998444)"
451,5809 112th st e bldg b Puyallup WA 98373,
452,3014 gs center rd ste d Wenatchee WA 98801,"(47.47248401146909, -120.33051766041932)"
453,11522 canyon rd e Puyallup WA 98373,"(47.151488135007426, -122.3573240523545)"
454,22624 meridian ave s ste b Bothell WA 98021,"(47.7920606, -122.2335673)"
455,831 n miller st Wenatchee WA 98801,"(47.432840238544514, -120.32465898694198)"
456,203 kinwood st se Lacey WA 98503,"(47.050173010101005, -122.791419)"
457,4803 center street ste a Tacoma WA 98409,"(47.2347183, -122.5017447)"
458,2215 4th ave s Seattle WA 98134,"(47.583479, -122.32956256627907)"
459,3062 sw hwy 16 ste a Bremerton WA 98312,
460,22106 se 51st pl Issaquah WA 98027,"(47.55648556588227, -122.04523339400295)"
461,17517 15th ave ne #b Shoreline WA 98155,"(47.7562144, -122.313887)"
462,9507 state route 302 nw # b Gig harbor WA 98329,
463,21630 e gilbert ave Otis orchards WA 99027,"(47.70742846846441, -117.11543820524652)"
464,3906 s 12th st Tacoma WA 98405,"(47.249962795918364, -122.48925430612245)"
465,1860 scott rd Freeland WA 98249,"(48.009517299278485, -122.51447786268227)"
466,5435 california ave sw Seattle WA 98136,"(47.5528204, -122.3872345)"
467,2600 nw randall way ste 103 Silverdale WA 98383,"(47.661376, -122.685156)"
468,1410 40th st Seaview WA 98644,"(46.3316605, -124.0558599)"
469,10611 canyon rd e Puyallup WA 98373,"(47.159751, -122.357021)"
470,407 e 1st st Cle elum WA 98922,"(47.194283150522594, -120.93309377138458)"
471,3002 6th ave ste 100 Tacoma WA 98406,"(47.2549152, -122.4751662)"
472,3014 s 320th st Federal way WA 98003,"(47.31544325, -122.29386883100064)"
473,4601 leary way nw Seattle WA 98107,"(47.66237155, -122.36834387906913)"
474,2632 s 38th st ste a Tacoma WA 98409,"(47.22240460402684, -122.47177134228188)"
475,17905 state route 536 Mount vernon WA 98273,"(48.42625887105777, -122.35890913864476)"
476,3120 mapleway rd Yakima WA 98908,"(46.65611044752665, -120.61477651182759)"
477,4242 e valley rd Renton WA 98057,"(47.4414053, -122.21877832408789)"
478,29393 state route 410 e ste d Buckley WA 98321,"(46.97833032273695, -121.16880753327291)"
479,5980 capitol blvd se Tumwater WA 98501,"(46.995464469387755, -122.90746381632654)"
480,216 royal anne dr sw George WA 98848,"(46.189427, -119.1608174)"
481,4950 arena rd Richland WA 99352,"(46.2570089, -119.3384376)"
482,1940 124th ave ne ste a-101 Bellevue WA 98005,"(47.62559642529973, -122.1749351375543)"
483,302 hazel st Kelso WA 98626,"(46.125742950336075, -122.91068781815065)"
484,6326 martin way e ste 103 Lacey WA 98516,"(47.050425637357826, -122.797426251379)"
485,728 irene st Walla walla WA 99362,"(46.06787343029367, -118.36200000749614)"
486,3801 e sprague ave Spokane WA 99202,"(47.657392, -117.354451)"
487,517 128th st sw ste b Everett WA 98204,"(47.88200450255737, -122.24079473783573)"
488,14702 highway 99 Lynnwood WA 98087,"(47.8479246, -122.2941206)"
489,16390 cleveland st Redmond WA 98052,"(47.6732655, -122.12172887363343)"
490,19127 smokey point blvd bldg 1 Arlington WA 98223,
491,1212 n grand ave Pullman WA 99163,"(46.739312999999996, -117.17261586996253)"
492,938 n 200th st ste c Shoreline WA 98133,"(47.77423409523809, -122.34696771428571)"
493,208 e pine st Shelton WA 98584,"(47.2151963, -123.09746287690515)"
494,816 72nd st e Tacoma WA 98366,"(47.19170944444444, -122.42066303030303)"
495,1325 n division st ste 104 Spokane WA 99202,"(45.58940930612245, -122.409844)"
496,1110 e yelm ave ste c Yelm WA 98597,"(46.9374638, -122.5982974)"
497,10384 silverdale way nw ste 10 Silverdale WA 98383,"(47.65736615655493, -122.68706819625433)"
498,655 west poplar st Walla walla WA 99362,"(46.06154637894597, -118.34622489913481)"
499,2720 e 29th ave Spokane WA 99223,"(47.62812019631533, -117.37096768921039)"
500,638 116th ave ne Bellevue WA 98004,"(47.6166654, -122.1846635)"
501,7262 rainier ave s ste b Seattle WA 98118,"(47.5372104, -122.2700305)"
502,2704 main st Union gap WA 98903,"(46.56061840281537, -120.47664857913301)"
503,206 morgan st Davenport WA 99122,"(47.654144193762875, -118.14447273721667)"
504,1525 e olive way ste b Seattle WA 98122,"(47.6183101, -122.325611)"
505,3502 s 74th st Tacoma WA 98409,"(47.19009753061225, -122.48257324489795)"
506,6063b highway 291 Nine mile falls WA 99026,
507,1065 se state route 3 Shelton WA 98584,"(47.19359629910408, -123.09898232694894)"
508,306 w main st Elma WA 98541,"(47.004027459183675, -123.40497151020409)"
509,8911 evergreen way Everett WA 98208,"(47.91697836592688, -122.23252269490895)"
510,6186 state route 20 ste b Anacortes WA 98221,"(48.4633517, -122.5806373)"
511,309 n main st Omak WA 98841,"(48.506736867311716, -119.51330859166266)"
512,12631 hwy 99 ste a Everett WA 98204,"(47.9040974, -122.244204)"
513,1713 nw market st Seattle WA 98107,"(47.6685159, -122.379533)"
514,322 e francis ave ste a Spokane WA 99208,"(47.715181588316966, -117.40499228513382)"
515,3772 sr 4 ste a Grays river WA 98621,"(-33.38695, 116.263436)"
516,8401 aurora ave n ste e1 Seattle WA 98103,"(47.690203600000004, -122.34497989331496)"
517,3965 bethel rd se ste 3 Port orchard WA 98366,"(47.51681516398713, -122.6310746977492)"
518,2616 ne 112th ave Vancouver WA 98684,"(45.64151495518077, -122.55806447599552)"
519,25 ne 2nd st ste b Stevenson WA 98648,"(45.6220178, -122.5710586)"
520,317 s 72nd st Tacoma WA 98408,"(47.1919484040404, -122.43550884848484)"
521,24713 e wellesley ave Otis orchards WA 99027,"(47.700415, -117.07388848241206)"
522,3010 old hwy 99 south rd ste b Mount vernon WA 98273,"(48.397647674461915, -122.33541678922539)"
523,401 93rd ave se Olympia WA 98501,"(46.952710115528276, -122.90354916275274)"
524,15029 bothell way ne ste 100 Lake forest park WA 98155,"(47.73898225, -122.29074673623089)"
525,10619 vancil rd se Yelm WA 98597,"(46.934618762609745, -122.59553488561473)"
526,4426 williams valley rd ste b Clayton WA 99110,"(47.9641121, -117.5877787)"
527,308 s 5th ave Kelso WA 98626,"(46.14287702040816, -122.90874746938775)"
528,6818 ne 4th plain blvd ste c Vancouver WA 98661,"(45.6232778, -122.5394051)"
529,19941 old highway 99 sw Rochester WA 98579,"(46.7984699, -123.0126957)"
530,25101 e appleway ave Liberty lake WA 99019,"(47.685858626115156, -117.06929271337289)"
531,6230 197th sw ave Rochester WA 98579,"(46.80300168333694, -123.01269094147374)"
532,10524 aurora ave n Seattle WA 98133,"(47.705933, -122.3442761)"
533,3230 1st ave s Seattle WA 98134,"(47.57459, -122.3338967)"
534,4204 russell rd ste m Mukilteo WA 98275,"(47.89623063380954, -122.2897247817655)"
535,230 ne juniper st ste 100 Issaquah WA 98027,"(47.5394363, -122.031936)"
536,141 samish way ste 145 Bellingham WA 98225,"(48.730186, -122.46985)"
537,3035 1st ave ste b Seattle WA 98121,"(47.6182156, -122.3550486)"
538,1924 broadway st suite a Vancouver WA 98663,"(45.63598519437956, -122.67050966243772)"
539,8125 birch bay square st #222 Blaine WA 98230,
540,3200 15th ave w unit b Seattle WA 98119,"(47.6486358, -122.3759834)"
541,1321 w bakerview rd Bellingham WA 98226,"(48.789699, -122.5025082)"
542,5978 highway 291 unit 6 Nine mile falls WA 99026,
