County,MHI_5y,MHI_white_5y,MHI_black_5y,MHI_am_indian_5y,MHI_asian_5y,MHI_haw_pac_5y,MHI_other_5y,MHI_two_plus_5y,MHI_hispanic_5y,MHI_white_not_hispanic_5y,population_5y,population_21plus_5y,male_percent_5y,female_percent_5y,age_median_5y,age_21_over_5y,age_18_over_5y,age_20_to_24_5y,age_25_to_34_5y,age_35_to_44_5y,age_45_to_54_5y,age_55_to_59_5y,age_60_to_64_5y,age_65_over_5y,white_5y,black_5y,am_indian_5y,asian_5y,haw_pac_5y,other_race_5y,hisp_5y,white_not_hisp_5y,MHI_1y,MHI_white_1y,MHI_black_1y,MHI_am_indian_1y,MHI_asian_1y,MHI_haw_pac_1y,MHI_other_1y,MHI_two_plus_1y,MHI_hispanic_1y,MHI_white_not_hispanic_1y,population_1y,population_21plus_1y,male_percent_1y,female_percent_1y,age_median_1y,age_21_over_1y,age_18_over_1y,age_20_to_24_1y,age_25_to_34_1y,age_35_to_44_1y,age_45_to_54_1y,age_55_to_59_1y,age_60_to_64_1y,age_65_over_1y,white_1y,black_1y,am_indian_1y,asian_1y,haw_pac_1y,other_race_1y,hisp_1y,white_not_hisp_1y,Year,Square Miles
KITTITAS,53163.0,53329.0,65222.0,63152.0,53086.0,,53750.0,39489.0,52300.0,53348.0,43726.0,31680.0,50.4,49.6,33.3,72.5,82.3,16.4,11.6,10.0,11.0,6.1,6.3,15.0,89.0,1.6,2.1,3.2,0.6,3.9,8.6,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2297.27
KITTITAS,55193.0,55699.0,65308.0,,,,56461.0,39781.0,50720.0,56420.0,44825.0,32001.0,50.3,49.7,33.1,71.4,82.6,16.1,11.7,9.9,10.7,6.0,6.5,15.3,88.6,1.7,2.2,2.6,1.1,4.1,8.7,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2297.27
KLICKITAT,41694.0,41760.0,,47600.0,91250.0,,25125.0,46375.0,27278.0,41960.0,20537.0,15527.0,49.7,50.3,44.4,75.6,78.3,4.6,11.3,11.2,13.4,9.7,7.7,18.7,90.8,0.9,3.7,1.5,0.2,3.1,11.2,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,1871.31
KLICKITAT,46368.0,46354.0,,46630.0,90729.0,,30069.0,49375.0,47875.0,46011.0,20668.0,15597.0,49.7,50.3,44.3,75.5,78.5,4.5,11.1,11.3,12.9,9.1,8.1,19.4,89.9,0.9,3.8,1.6,0.2,3.9,11.6,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,1871.31
KLICKITAT,48319.0,48435.0,,47438.0,,,63750.0,37159.0,54900.0,47810.0,20820.0,15808.0,49.4,50.6,45.0,75.9,79.0,5.5,10.2,11.7,12.3,8.4,8.9,20.3,90.9,0.8,3.7,1.5,0.3,3.0,12.0,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,1871.31
KLICKITAT,49633.0,49857.0,,30952.0,,,62750.0,36683.0,49722.0,50144.0,20930.0,15929.0,50.1,49.9,45.5,76.1,79.5,5.6,9.6,12.0,12.1,8.9,8.4,21.0,91.2,0.7,3.6,1.6,0.3,2.8,12.0,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,1871.31
KLICKITAT,51258.0,51462.0,,30991.0,,,66607.0,36208.0,50781.0,51868.0,21172.0,16288.0,49.9,50.1,45.9,76.9,79.9,5.6,9.7,11.9,12.0,8.5,8.8,21.7,91.2,0.3,4.2,1.5,0.1,2.8,12.1,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,1871.31
KLICKITAT,54056.0,54905.0,,44583.0,,,80134.0,37422.0,49342.0,55823.0,21396.0,16555.0,50.2,49.8,46.6,77.4,80.3,5.1,9.0,12.5,12.3,7.7,9.2,22.7,91.7,0.3,4.3,1.5,0.1,2.3,12.1,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,1871.31
LEWIS,42860.0,42941.0,36905.0,34107.0,71250.0,,50280.0,34394.0,38015.0,43498.0,75419.0,55452.0,50.1,49.9,42.2,73.5,77.2,5.8,11.2,11.4,14.1,7.3,7.1,17.8,91.6,1.2,3.2,1.5,0.1,2.8,8.9,85.6,40601.0,40923.0,,,87734.0,,,33477.0,29729.0,41122.0,75081.0,55681.0,49.5,50.5,41.7,74.2,77.9,5.2,12.5,10.8,13.4,7.6,6.7,19.2,91.2,0.5,4.2,1.7,,2.7,9.4,84.9,2014,2402.8
LEWIS,42917.0,43205.0,38661.0,32000.0,70438.0,,44341.0,33290.0,38971.0,43660.0,75382.0,55624.0,50.1,49.9,42.6,73.8,77.5,5.8,11.2,11.3,13.9,7.5,7.0,18.3,91.3,1.3,3.6,1.6,0.1,3.1,9.2,85.2,43575.0,45073.0,37810.0,,,,,36106.0,39116.0,45073.0,75128.0,56002.0,49.9,50.1,43.2,74.5,78.0,5.2,11.2,11.4,13.8,8.3,6.1,19.6,92.7,1.7,3.6,1.9,,,9.7,84.4,2015,2402.8
LEWIS,44100.0,44557.0,38457.0,38958.0,56979.0,,50781.0,28906.0,39520.0,45007.0,75515.0,55927.0,50.0,50.0,42.8,74.1,77.8,5.8,11.2,11.2,13.5,7.5,7.1,18.9,91.7,1.3,3.6,1.7,0.2,2.5,9.5,84.7,48179.0,50085.0,,,36201.0,,42188.0,24437.0,43054.0,50595.0,75882.0,56715.0,49.8,50.2,43.4,74.7,78.0,5.4,12.0,10.4,12.9,7.3,7.1,20.5,92.2,1.4,2.9,1.7,,1.6,10.0,83.7,2016,2402.8
LEWIS,44526.0,44909.0,38872.0,43750.0,68393.0,,48125.0,32922.0,39848.0,45506.0,75724.0,56393.0,49.8,50.2,43.1,74.5,78.0,5.6,11.4,11.2,13.2,7.4,7.2,19.6,91.9,1.4,3.1,1.8,0.4,2.0,9.6,84.5,45523.0,44305.0,,,73587.0,,83806.0,51746.0,41492.0,45453.0,77066.0,58024.0,50.6,49.4,43.7,75.3,78.8,6.0,10.6,11.4,12.4,6.7,7.9,21.4,90.2,1.0,4.0,1.9,,3.1,10.1,83.8,2017,2402.8
LEWIS,46387.0,46729.0,,21813.0,59485.0,,41375.0,40000.0,42762.0,47101.0,76012.0,56773.0,49.8,50.2,42.8,74.7,78.1,5.6,11.4,11.4,12.7,7.6,7.1,19.9,91.3,1.4,3.3,1.8,0.4,2.5,9.8,84.2,49827.0,49513.0,,17957.0,,,,61111.0,57824.0,49994.0,78200.0,58549.0,49.4,50.6,41.8,74.9,78.3,4.9,10.8,13.0,12.0,7.8,6.9,20.7,89.5,1.5,3.9,2.0,0.4,3.0,10.1,83.6,2018,2402.8
LEWIS,50216.0,50401.0,34299.0,49500.0,51250.0,,50547.0,46354.0,45272.0,50732.0,76947.0,57881.0,50.0,50.0,43.1,75.2,78.4,5.5,11.6,11.5,12.3,7.4,7.4,20.4,90.6,1.6,3.4,1.9,0.5,2.7,10.0,83.8,61058.0,60588.0,,129837.0,,,,90344.0,64500.0,60046.0,79604.0,60116.0,50.2,49.8,43.4,75.5,78.6,4.9,12.3,11.3,11.8,6.6,8.4,20.8,89.0,2.2,3.9,1.9,0.9,3.2,10.3,83.1,2019,2402.8
LINCOLN,47195.0,47851.0,,45813.0,,,20833.0,45000.0,47000.0,47281.0,10481.0,7849.0,50.1,49.9,48.0,74.9,77.5,4.0,8.4,9.9,14.6,9.3,7.8,21.5,94.2,0.7,3.0,0.9,0.9,0.7,2.5,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2310.49
LINCOLN,47161.0,47141.0,,47109.0,,,,55750.0,65913.0,46493.0,10409.0,7815.0,50.3,49.7,48.1,75.1,77.7,4.1,8.3,10.3,14.0,9.3,7.7,22.1,94.4,0.8,2.8,1.0,0.9,0.5,2.7,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2310.49
LINCOLN,46069.0,46188.0,,45987.0,45909.0,,,45625.0,,46012.0,10363.0,7813.0,50.3,49.7,48.3,75.4,78.1,4.2,8.5,10.3,13.2,9.3,7.8,23.0,94.1,0.9,2.9,1.2,0.9,0.6,2.9,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2310.49
LINCOLN,47676.0,48543.0,,46295.0,,,,40833.0,,48233.0,10326.0,7836.0,50.8,49.2,48.7,75.9,78.3,4.0,8.4,10.3,12.6,9.6,7.6,23.9,94.3,0.9,3.1,1.3,0.6,0.5,3.0,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2310.49
LINCOLN,49460.0,50191.0,15341.0,36875.0,74375.0,58194.0,,35000.0,,49892.0,10344.0,7866.0,50.9,49.1,48.6,76.0,78.5,4.1,8.6,10.5,12.0,9.4,7.4,24.7,94.2,0.9,3.1,1.4,0.5,0.5,3.1,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2310.49
LINCOLN,50744.0,52355.0,18352.0,43000.0,76875.0,,,40313.0,,52209.0,10435.0,7946.0,50.9,49.1,48.4,76.1,78.6,4.2,8.7,10.3,11.6,9.2,7.6,25.2,93.9,1.1,3.2,1.4,0.5,0.7,3.3,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2310.49
MASON,48755.0,50054.0,16488.0,46360.0,83250.0,115909.0,26178.0,30450.0,26546.0,49992.0,60647.0,46824.0,51.5,48.5,44.7,77.2,80.0,5.8,11.0,11.5,14.5,8.5,7.6,19.0,86.0,2.2,5.9,2.1,0.6,3.7,8.2,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,959.42
MASON,49538.0,50315.0,27169.0,45966.0,54444.0,118472.0,27235.0,34519.0,32750.0,50153.0,60728.0,46932.0,51.5,48.5,45.2,77.3,80.2,5.7,11.1,11.4,14.2,8.5,7.7,19.7,85.7,2.6,5.8,2.1,0.8,3.5,8.5,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,959.42
MASON,50406.0,51429.0,,46393.0,62250.0,119097.0,25561.0,37778.0,26328.0,51381.0,60791.0,47115.0,51.8,48.2,45.4,77.5,80.4,5.7,11.1,11.2,13.7,8.5,7.8,20.4,84.9,2.6,6.2,2.2,0.9,4.0,8.7,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,959.42
MASON,51764.0,52969.0,58542.0,45156.0,60938.0,,25000.0,36467.0,26297.0,53079.0,61060.0,47426.0,51.5,48.5,45.9,77.7,80.5,5.5,11.3,10.9,13.4,8.6,7.9,21.1,84.3,2.8,6.1,2.1,0.8,4.3,9.0,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,959.42
MASON,53087.0,54497.0,63682.0,44076.0,53194.0,,30378.0,38772.0,29201.0,54919.0,61569.0,47676.0,51.5,48.5,45.9,77.4,80.6,5.4,11.3,10.9,12.8,8.3,8.3,21.7,84.2,2.4,5.9,2.2,1.0,4.9,9.2,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,959.42
MASON,55726.0,57148.0,60478.0,38750.0,51250.0,67708.0,29396.0,48068.0,28933.0,57440.0,62627.0,48572.0,51.8,48.2,45.6,77.6,80.5,5.3,11.4,11.1,12.2,8.5,8.0,22.1,83.5,2.5,5.9,2.2,1.0,5.4,9.7,80.9,58094.0,59949.0,,25313.0,48510.0,106490.0,26901.0,50175.0,30123.0,60329.0,65507.0,50607.0,51.2,48.8,45.7,77.3,80.9,6.3,10.8,10.5,12.0,9.0,7.2,22.7,80.9,1.9,5.3,2.2,1.2,9.3,10.4,80.0,2019,959.42
OKANOGAN,40368.0,42103.0,24625.0,32052.0,86667.0,19750.0,23494.0,34688.0,31722.0,42966.0,41143.0,30203.0,50.3,49.7,42.2,73.4,76.5,5.3,9.9,11.5,13.6,8.9,7.2,17.7,75.5,0.9,12.9,1.3,0.7,9.3,18.1,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,5267.97
OKANOGAN,39665.0,42033.0,24063.0,30109.0,85000.0,19265.0,27120.0,39306.0,32805.0,42447.0,41241.0,30291.0,50.4,49.6,42.5,73.4,76.5,5.2,10.6,10.9,13.2,8.8,7.3,18.4,75.3,1.0,13.4,1.3,0.5,9.3,18.5,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,5267.97
OKANOGAN,40730.0,43239.0,24635.0,31044.0,63333.0,19632.0,30272.0,40278.0,32157.0,43984.0,41332.0,30413.0,50.6,49.4,42.6,73.6,76.6,5.5,10.6,10.8,12.7,8.8,7.3,18.9,75.1,1.4,13.4,1.5,0.4,9.2,18.9,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,5267.97
OKANOGAN,41158.0,43831.0,36042.0,30595.0,52188.0,19432.0,32875.0,37750.0,34034.0,44511.0,41299.0,30494.0,50.3,49.7,43.0,73.8,76.9,5.5,10.5,10.9,12.3,8.4,7.4,19.9,74.8,1.3,13.4,1.5,0.4,9.5,19.1,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,5267.97
OKANOGAN,42598.0,44393.0,36111.0,33986.0,55139.0,,31197.0,58351.0,31722.0,45430.0,41377.0,30608.0,50.4,49.6,43.1,74.0,76.7,5.4,10.5,11.0,11.8,8.1,7.7,20.3,73.8,1.6,13.6,1.2,0.2,10.5,19.4,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,5267.97
OKANOGAN,45808.0,46090.0,,37521.0,65893.0,,45856.0,60095.0,40172.0,46606.0,41638.0,30992.0,50.6,49.4,42.9,74.4,77.0,5.4,10.6,11.2,11.6,7.7,8.0,20.7,73.1,1.5,13.3,1.6,0.6,11.2,19.7,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5267.97
PACIFIC,39830.0,41123.0,77798.0,22163.0,30489.0,,20268.0,24688.0,33409.0,41275.0,20781.0,16468.0,50.4,49.6,50.9,79.2,82.3,4.6,8.6,9.2,13.8,8.3,10.4,25.6,88.0,0.8,4.5,2.6,0.3,4.1,8.4,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,932.66
PACIFIC,39418.0,40224.0,78026.0,26094.0,25000.0,,36042.0,34440.0,38333.0,40270.0,20665.0,16386.0,50.2,49.8,51.2,79.3,82.3,4.8,8.6,9.1,13.2,7.9,10.7,26.3,89.0,0.9,4.5,2.8,0.3,2.9,8.6,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,932.66
PACIFIC,37684.0,38842.0,,21958.0,23563.0,,23859.0,35417.0,35750.0,38816.0,20645.0,16463.0,50.2,49.8,51.7,79.7,82.4,4.8,8.7,9.5,12.5,8.1,10.5,26.8,89.4,1.0,4.3,3.0,0.5,2.5,8.8,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,932.66
PACIFIC,38387.0,39499.0,,22143.0,23239.0,,24554.0,35250.0,38485.0,39395.0,20743.0,16600.0,50.0,50.0,52.2,80.0,82.6,5.0,8.5,9.4,12.0,8.0,10.5,27.8,89.3,1.1,4.5,3.2,0.5,2.3,8.9,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,932.66
PACIFIC,39895.0,41466.0,,26509.0,24844.0,,24327.0,33750.0,43550.0,40990.0,20940.0,16826.0,50.0,50.0,52.7,80.4,82.8,4.6,9.0,9.4,11.7,8.4,9.7,28.7,90.1,1.1,4.4,3.3,0.4,1.5,9.2,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,932.66
PACIFIC,44846.0,45844.0,,27419.0,30000.0,,41771.0,38523.0,48365.0,45628.0,21281.0,17138.0,50.0,50.0,53.1,80.5,83.0,4.4,8.9,9.6,11.1,8.2,9.9,29.3,88.5,1.2,4.1,3.3,0.9,3.0,9.4,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,932.66
PIERCE,59204.0,61748.0,43206.0,48042.0,54375.0,60732.0,42379.0,54066.0,45763.0,62457.0,805434.0,573913.0,49.5,50.5,35.8,71.3,75.4,7.4,14.4,13.3,14.5,6.3,5.5,11.5,75.5,9.4,2.9,8.8,2.1,3.0,9.4,69.8,57660.0,60710.0,50754.0,40402.0,49693.0,53111.0,36400.0,53190.0,44402.0,61583.0,819743.0,589096.0,49.7,50.3,35.8,71.9,75.8,7.5,14.8,12.9,13.8,6.6,5.6,12.3,74.8,9.5,3.1,9.1,2.1,3.2,9.9,68.9,2014,1669.51
PIERCE,59711.0,62431.0,47003.0,47904.0,53901.0,62241.0,42203.0,54628.0,45675.0,63272.0,812689.0,581707.0,49.6,50.4,35.8,71.6,75.6,7.4,14.6,13.1,14.2,6.5,5.5,11.9,75.2,9.5,3.0,8.9,2.2,3.1,9.7,69.3,60496.0,63065.0,49618.0,51127.0,52019.0,81466.0,42456.0,56171.0,47213.0,63991.0,831928.0,600947.0,49.7,50.3,35.7,72.2,76.0,7.5,15.0,12.9,13.4,6.9,5.3,12.7,74.4,9.8,3.2,9.1,2.1,3.5,10.2,68.3,2015,1669.51
PIERCE,59953.0,62352.0,47194.0,44592.0,55991.0,58068.0,41328.0,55658.0,45844.0,63306.0,821952.0,590797.0,49.7,50.3,35.8,71.9,75.8,7.5,14.8,12.9,13.8,6.6,5.6,12.2,74.7,9.6,3.0,9.1,2.3,3.2,10.0,68.8,60167.0,62169.0,47755.0,52565.0,62579.0,49048.0,39204.0,53316.0,46709.0,62948.0,843954.0,609266.0,49.8,50.2,36.0,72.2,76.2,7.2,15.0,12.8,13.2,6.7,5.8,13.0,73.3,10.1,3.1,9.4,2.6,3.8,10.5,67.7,2016,1669.51
PIERCE,61468.0,64026.0,50119.0,50604.0,57250.0,58801.0,44344.0,55586.0,47793.0,65010.0,832896.0,600445.0,49.6,50.4,36.0,72.1,76.0,7.3,14.9,12.9,13.6,6.6,5.7,12.7,74.4,9.7,3.1,9.1,2.3,3.3,10.1,68.6,64434.0,68304.0,46544.0,56906.0,60739.0,80482.0,47896.0,49513.0,50129.0,69677.0,861312.0,623372.0,49.6,50.4,36.1,72.4,76.3,7.1,15.1,12.8,13.0,6.5,6.1,13.3,73.1,10.0,3.3,9.6,2.4,3.7,10.6,67.5,2017,1669.51
PIERCE,63881.0,66999.0,51746.0,53250.0,58465.0,67780.0,45961.0,56987.0,51341.0,67963.0,845193.0,611347.0,49.7,50.3,36.0,72.3,76.2,7.2,15.1,12.9,13.3,6.7,5.7,12.9,73.8,9.9,3.2,9.3,2.3,3.5,10.4,68.0,69278.0,72399.0,45540.0,65000.0,59063.0,81733.0,49346.0,67604.0,59085.0,72874.0,876764.0,637270.0,49.8,50.2,36.1,72.7,76.4,6.8,15.6,12.9,12.8,6.5,6.1,13.4,73.4,10.0,3.1,9.6,2.5,3.5,10.9,66.7,2018,1669.51
PIERCE,67868.0,71331.0,52882.0,58073.0,62179.0,68605.0,49346.0,62069.0,54651.0,72205.0,859840.0,623743.0,49.7,50.3,36.1,72.5,76.3,7.0,15.3,12.9,13.0,6.6,5.8,13.2,73.4,10.1,3.2,9.6,2.4,3.5,10.6,67.3,75407.0,78917.0,59218.0,73076.0,59358.0,72888.0,50781.0,76836.0,61418.0,80320.0,891299.0,650636.0,49.8,50.2,36.4,73.0,76.5,6.6,15.6,13.4,12.4,6.4,6.0,13.8,73.2,10.2,3.2,10.2,2.7,2.9,11.1,66.1,2019,1669.51
SKAGIT,55925.0,57110.0,51307.0,49917.0,47589.0,43750.0,38393.0,45855.0,38813.0,59112.0,117641.0,85950.0,49.6,50.4,40.4,73.1,76.7,5.9,12.1,11.7,13.7,7.1,7.0,16.8,87.7,1.3,3.2,2.7,0.7,5.3,17.1,76.3,52448.0,53554.0,,52909.0,102269.0,45375.0,35128.0,39445.0,40861.0,54953.0,118837.0,88389.0,49.5,50.5,40.7,74.4,77.4,6.4,12.6,11.2,12.7,6.5,7.6,18.3,86.4,1.7,3.2,3.0,1.1,6.0,17.6,75.7,2014,1731.2
SKAGIT,54917.0,56263.0,50887.0,44946.0,49727.0,72292.0,38589.0,47083.0,38937.0,58223.0,118364.0,86723.0,49.6,50.4,40.6,73.3,77.0,5.9,12.2,11.5,13.3,7.1,7.1,17.4,86.8,1.3,2.9,2.9,1.1,5.9,17.4,76.0,50558.0,51310.0,34478.0,38832.0,55429.0,99741.0,40787.0,68627.0,41423.0,52430.0,120365.0,87729.0,49.8,50.2,40.8,72.9,77.4,5.8,11.9,11.7,12.0,7.1,6.8,19.0,82.9,1.1,2.3,3.0,1.2,9.7,17.8,75.4,2015,1731.2
SKAGIT,54129.0,56057.0,51861.0,39803.0,46250.0,,36420.0,42306.0,37865.0,57726.0,119343.0,87796.0,49.5,50.5,41.0,73.6,77.3,6.0,12.1,11.5,12.9,7.2,7.1,18.0,85.6,1.3,2.9,2.9,1.1,7.0,17.5,75.7,57122.0,60581.0,,37689.0,44981.0,,36790.0,32738.0,37971.0,61220.0,121846.0,90529.0,49.6,50.4,41.5,74.3,77.7,6.4,12.3,11.2,12.3,7.4,6.9,19.4,82.3,1.3,3.0,2.8,0.5,10.4,17.9,75.1,2016,1731.2
SKAGIT,56433.0,58380.0,,41818.0,49485.0,,41149.0,42656.0,42349.0,59435.0,120475.0,89152.0,49.4,50.6,41.3,74.0,77.5,6.0,12.2,11.3,12.6,7.3,7.1,18.8,84.6,1.4,3.3,3.1,0.8,7.7,17.7,75.5,60983.0,61734.0,,,,,60829.0,65167.0,60588.0,61910.0,123681.0,91535.0,49.8,50.2,42.0,74.0,78.0,5.9,11.4,11.8,11.9,7.5,7.3,19.5,82.5,1.5,3.3,3.1,0.6,9.7,18.0,74.9,2017,1731.2
SKAGIT,59263.0,61116.0,27170.0,47813.0,55188.0,,42023.0,43375.0,48006.0,61691.0,121725.0,90354.0,49.5,50.5,41.4,74.2,77.7,6.0,12.2,11.5,12.3,7.3,7.1,19.1,83.2,1.4,3.2,3.2,1.0,9.0,18.0,75.1,66066.0,67087.0,,49334.0,,43341.0,58235.0,78645.0,59513.0,67587.0,125619.0,93242.0,49.2,50.8,41.9,74.2,77.8,5.6,12.1,11.5,12.0,7.2,6.8,20.5,81.1,1.6,3.2,3.2,0.9,11.0,18.3,74.3,2018,1731.2
SKAGIT,62865.0,64028.0,27346.0,51250.0,67500.0,,52336.0,59922.0,54326.0,64313.0,123907.0,92224.0,49.5,50.5,41.5,74.4,77.8,5.9,12.3,11.6,11.9,7.2,7.0,19.7,82.1,1.4,3.5,3.1,0.6,10.0,18.3,74.6,73206.0,72100.0,,76764.0,90409.0,,61532.0,85579.0,70801.0,72152.0,128206.0,96808.0,49.2,50.8,41.4,75.5,78.2,4.8,13.3,12.4,11.1,6.7,7.2,20.8,79.7,1.4,3.6,3.5,0.2,11.8,18.7,73.7,2019,1731.2
SKAMANIA,53712.0,53086.0,,69792.0,77500.0,,105833.0,21875.0,60313.0,53105.0,11126.0,8345.0,51.0,49.0,44.9,75.0,78.4,4.7,9.4,11.9,17.3,9.1,8.5,15.0,93.0,0.9,2.8,1.4,0.4,1.6,5.4,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,1655.68
SKAMANIA,50986.0,50841.0,68068.0,71181.0,73958.0,,32083.0,42875.0,51000.0,50777.0,11194.0,8458.0,50.8,49.2,45.0,75.6,78.6,4.9,9.5,11.8,16.5,9.2,8.7,15.7,93.7,1.0,3.0,1.4,0.3,0.7,5.5,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,1655.68
SKAMANIA,52374.0,53480.0,,53750.0,52917.0,,31719.0,,51944.0,53277.0,11243.0,8514.0,50.4,49.6,45.2,75.7,78.9,4.9,9.3,11.8,16.0,8.9,9.2,16.4,93.4,1.1,2.9,1.5,0.4,0.9,5.7,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,1655.68
SKAMANIA,53082.0,53910.0,,41111.0,53750.0,,,,57083.0,53462.0,11316.0,8621.0,50.5,49.5,45.4,76.2,78.9,4.7,9.6,11.7,15.6,9.2,9.0,17.1,93.2,1.1,3.2,1.4,0.2,1.1,5.9,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,1655.68
SKAMANIA,53606.0,54298.0,,70213.0,39103.0,,34327.0,32841.0,59861.0,53805.0,11498.0,8906.0,50.7,49.3,46.0,77.5,80.1,4.7,9.6,11.9,14.6,9.0,9.7,18.5,92.9,1.0,3.1,1.5,0.4,1.4,6.0,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,1655.68
SKAMANIA,58598.0,59392.0,,69167.0,,,34191.0,36719.0,58229.0,58952.0,11620.0,9083.0,50.4,49.6,46.3,78.2,80.7,5.0,9.6,12.1,14.3,9.0,9.7,19.2,92.9,1.0,3.0,1.6,0.4,1.3,6.2,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,1655.68
SNOHOMISH,68381.0,68951.0,55830.0,59980.0,76009.0,63670.0,44056.0,64730.0,50294.0,69985.0,724627.0,523559.0,50.1,49.9,37.3,72.3,76.0,6.4,14.0,14.4,15.7,6.7,5.6,10.8,79.9,3.8,2.7,11.1,0.9,2.5,9.2,73.7,67394.0,67624.0,55803.0,59491.0,75789.0,,42190.0,63181.0,53876.0,68643.0,745913.0,544508.0,50.1,49.9,37.5,73.0,76.6,6.4,14.1,14.1,15.2,7.1,5.8,11.7,79.3,4.2,3.0,11.7,1.0,2.2,9.5,72.7,2014,2087.27
SNOHOMISH,69443.0,69936.0,55958.0,60388.0,78426.0,60895.0,47620.0,65946.0,52215.0,70880.0,735351.0,534436.0,50.1,49.9,37.5,72.7,76.3,6.4,14.1,14.2,15.4,6.8,5.8,11.2,79.4,4.0,2.7,11.5,1.0,2.5,9.4,73.1,71984.0,72276.0,55601.0,50238.0,78573.0,37194.0,61097.0,80297.0,54824.0,73597.0,759583.0,557583.0,50.2,49.8,37.5,73.4,76.8,6.6,14.3,13.8,14.8,6.9,6.2,12.0,78.7,4.2,2.6,12.0,0.9,2.5,9.7,71.9,2015,2087.27
SNOHOMISH,70722.0,71401.0,55127.0,55880.0,80146.0,57429.0,48835.0,67426.0,53037.0,72338.0,746653.0,545687.0,50.2,49.8,37.6,73.1,76.6,6.5,14.2,14.0,15.2,6.8,6.0,11.7,78.8,4.1,2.7,11.8,1.0,2.7,9.5,72.5,76251.0,76552.0,60486.0,41053.0,88569.0,,50495.0,80346.0,50429.0,78163.0,772501.0,569491.0,50.2,49.8,37.8,73.7,77.1,6.5,14.4,13.6,14.7,7.0,6.3,12.4,77.5,4.3,2.8,12.4,1.3,3.4,9.9,71.3,2016,2087.27
SNOHOMISH,73528.0,74013.0,60167.0,59306.0,85803.0,61797.0,55375.0,71068.0,55375.0,75283.0,758649.0,556520.0,50.1,49.9,37.8,73.4,76.8,6.4,14.2,13.9,15.0,7.0,6.1,12.1,78.0,4.2,2.8,12.1,1.1,3.1,9.6,72.0,78716.0,79495.0,59337.0,56462.0,98079.0,57965.0,61851.0,70094.0,60701.0,80288.0,787620.0,581468.0,50.1,49.9,38.0,73.8,77.2,6.1,14.5,13.8,14.4,7.3,6.1,12.9,75.9,4.4,2.6,12.9,1.1,4.1,9.9,70.6,2017,2087.27
