County,MHI_5y,MHI_white_5y,MHI_black_5y,MHI_am_indian_5y,MHI_asian_5y,MHI_haw_pac_5y,MHI_other_5y,MHI_two_plus_5y,MHI_hispanic_5y,MHI_white_not_hispanic_5y,population_5y,population_21plus_5y,male_percent_5y,female_percent_5y,age_median_5y,age_21_over_5y,age_18_over_5y,age_20_to_24_5y,age_25_to_34_5y,age_35_to_44_5y,age_45_to_54_5y,age_55_to_59_5y,age_60_to_64_5y,age_65_over_5y,white_5y,black_5y,am_indian_5y,asian_5y,haw_pac_5y,other_race_5y,hisp_5y,white_not_hisp_5y,MHI_1y,MHI_white_1y,MHI_black_1y,MHI_am_indian_1y,MHI_asian_1y,MHI_haw_pac_1y,MHI_other_1y,MHI_two_plus_1y,MHI_hispanic_1y,MHI_white_not_hispanic_1y,population_1y,population_21plus_1y,male_percent_1y,female_percent_1y,age_median_1y,age_21_over_1y,age_18_over_1y,age_20_to_24_1y,age_25_to_34_1y,age_35_to_44_1y,age_45_to_54_1y,age_55_to_59_1y,age_60_to_64_1y,age_65_over_1y,white_1y,black_1y,am_indian_1y,asian_1y,haw_pac_1y,other_race_1y,hisp_1y,white_not_hisp_1y,Year,Square Miles
DOUGLAS,51908.0,56939.0,,32356.0,68750.0,,35703.0,54358.0,36673.0,57947.0,38807.0,26924.0,50.1,49.9,36.8,69.4,73.1,5.7,12.3,12.1,13.3,6.6,6.2,14.3,74.3,0.6,2.4,1.3,0.2,21.4,29.0,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,1819.26
DOUGLAS,53235.0,56911.0,45987.0,28333.0,111083.0,,36509.0,52824.0,37228.0,57983.0,39183.0,27295.0,50.2,49.8,37.0,69.7,73.2,5.8,12.1,11.9,13.2,6.6,6.1,14.9,73.6,1.0,2.2,1.3,0.1,22.1,29.6,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,1819.26
DOUGLAS,53636.0,57899.0,,66806.0,,,37702.0,54306.0,39799.0,58844.0,39599.0,27680.0,50.2,49.8,37.0,69.9,73.4,5.8,12.0,12.1,12.8,6.9,6.0,15.3,73.3,1.1,2.1,1.6,0.2,21.9,30.0,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,1819.26
DOUGLAS,53758.0,58421.0,,65096.0,,,38475.0,38017.0,41617.0,59028.0,40101.0,28152.0,50.2,49.8,37.1,70.2,73.5,6.0,12.1,11.8,12.9,6.4,6.3,15.7,72.1,1.2,2.2,1.6,0.5,22.9,30.5,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,1819.26
DOUGLAS,55805.0,60548.0,,,,,42563.0,38413.0,47260.0,60959.0,40585.0,28352.0,50.2,49.8,37.3,69.9,73.6,6.0,12.0,11.8,12.4,6.4,6.4,16.2,71.2,1.1,2.1,1.6,0.4,24.1,30.9,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,1819.26
DOUGLAS,60452.0,65137.0,52153.0,54412.0,115595.0,,46230.0,37593.0,50539.0,65493.0,41371.0,29039.0,50.3,49.7,37.1,70.2,73.8,6.0,12.1,11.9,12.2,6.2,6.5,16.6,70.1,1.0,1.9,1.6,0.5,25.4,31.3,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,1819.26
FERRY,37571.0,39381.0,,23438.0,71250.0,60500.0,,27292.0,73542.0,39245.0,7623.0,5684.0,52.0,48.0,47.0,74.6,80.5,5.2,8.7,9.7,14.3,9.1,10.1,19.4,75.5,1.5,20.7,0.5,0.8,2.3,3.5,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2203.16
FERRY,37542.0,39363.0,,22788.0,,60938.0,,33125.0,82734.0,39259.0,7657.0,5794.0,52.3,47.7,47.3,75.7,81.1,4.7,9.4,9.7,14.2,9.4,9.9,20.2,75.9,1.3,21.1,0.3,1.0,1.9,3.7,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2203.16
FERRY,38125.0,40235.0,,23125.0,,25000.0,,36250.0,,40075.0,7652.0,5856.0,52.1,47.9,47.7,76.5,81.5,4.9,8.9,9.8,13.6,9.3,10.3,21.0,76.1,1.8,20.4,0.4,0.8,1.8,4.0,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2203.16
FERRY,39555.0,42340.0,,24688.0,,27813.0,,,,42137.0,7639.0,5859.0,50.7,49.3,48.2,76.7,81.2,5.4,8.1,10.9,12.7,9.0,10.4,22.0,76.2,1.8,19.8,1.4,0.8,1.6,4.1,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2203.16
FERRY,41081.0,42643.0,,29279.0,,28125.0,,24507.0,,42552.0,7568.0,5864.0,51.7,48.3,49.0,77.5,81.7,5.4,7.8,10.9,12.4,8.5,10.8,22.9,76.1,1.0,19.9,1.4,0.8,1.2,4.3,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2203.16
FERRY,41924.0,43543.0,,30357.0,,26250.0,,24200.0,,43543.0,7576.0,5966.0,51.3,48.7,49.6,78.7,82.1,4.7,9.1,10.6,12.2,8.6,10.6,24.2,76.0,1.4,20.4,1.6,0.3,1.1,4.6,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2203.16
FRANKLIN,55177.0,62507.0,30114.0,50066.0,68750.0,,31105.0,59408.0,38032.0,66107.0,81835.0,50041.0,52.0,48.0,28.7,61.1,66.0,7.1,16.3,13.0,10.7,4.4,4.2,7.5,62.0,2.7,1.6,2.6,0.1,31.4,51.1,43.1,56631.0,64048.0,,,81080.0,,28407.0,,33987.0,71215.0,86638.0,52188.0,51.7,48.3,28.9,60.2,65.3,6.4,15.4,13.7,10.4,5.0,2.7,8.8,75.3,3.3,1.2,2.6,,17.6,51.4,42.0,2014,1242.17
FRANKLIN,56719.0,61914.0,31250.0,38977.0,80476.0,,34375.0,62898.0,39912.0,68007.0,84508.0,52101.0,52.1,47.9,28.9,61.7,66.3,7.0,16.3,13.0,10.8,4.4,4.3,7.6,66.5,2.8,1.4,2.8,0.2,26.9,51.2,42.8,57890.0,58001.0,,,89012.0,,48922.0,96182.0,48982.0,64852.0,87809.0,54991.0,52.7,47.3,29.7,62.6,66.7,7.2,15.5,13.3,11.1,4.5,4.2,7.9,74.6,2.6,1.4,3.1,,18.8,51.9,42.0,2015,1242.17
FRANKLIN,56980.0,61241.0,,,58658.0,,37656.0,53313.0,41444.0,68533.0,86443.0,53482.0,52.1,47.9,29.1,61.9,66.5,7.0,16.2,13.0,10.9,4.6,4.2,7.8,69.8,2.9,1.3,2.7,0.2,23.5,51.5,42.3,59664.0,61466.0,,,49444.0,,45516.0,41132.0,45600.0,76636.0,88807.0,53547.0,51.6,48.4,29.3,60.3,66.5,6.6,15.1,13.6,10.1,5.5,4.1,7.7,79.3,3.2,1.4,2.6,0.4,13.6,52.4,41.4,2016,1242.17
FRANKLIN,58284.0,61646.0,42037.0,,62399.0,,41826.0,54503.0,43998.0,69564.0,87810.0,54305.0,52.1,47.9,29.3,61.8,66.5,6.8,15.9,13.2,10.8,4.8,4.1,8.1,70.2,3.3,1.4,2.9,0.4,22.6,52.0,41.6,57670.0,61959.0,40714.0,17445.0,63105.0,,50555.0,58849.0,48496.0,67185.0,90160.0,54928.0,51.6,48.4,29.3,60.9,66.0,6.2,15.0,13.4,10.6,4.6,4.9,8.0,60.7,3.4,2.3,3.1,1.0,30.8,53.0,40.7,2017,1242.17
FRANKLIN,60275.0,64606.0,50938.0,35707.0,61541.0,220385.0,42338.0,54688.0,46023.0,75372.0,89124.0,55699.0,52.0,48.0,29.9,62.5,66.8,6.7,15.7,13.5,10.9,4.9,4.0,8.4,71.6,3.5,1.8,2.9,0.4,20.5,52.5,41.1,64344.0,78101.0,,40850.0,56959.0,,34640.0,39439.0,47192.0,81739.0,92125.0,59753.0,51.6,48.4,30.5,64.9,68.1,7.7,15.5,13.8,10.9,4.4,4.4,9.2,68.9,2.7,4.5,3.0,1.4,20.1,53.3,40.3,2018,1242.17
FRANKLIN,62002.0,66768.0,55380.0,41667.0,64286.0,,46552.0,56210.0,50675.0,77937.0,90660.0,56797.0,52.0,48.0,30.0,62.6,67.0,6.7,15.6,13.6,10.6,4.7,4.3,8.7,70.6,3.8,2.3,3.2,0.4,20.6,52.8,40.7,60012.0,64753.0,56015.0,,101084.0,,48028.0,56431.0,49152.0,72278.0,94347.0,59248.0,51.8,48.2,30.3,62.8,67.2,6.3,16.0,13.8,10.7,3.4,4.5,9.7,69.6,5.1,3.0,5.3,,17.3,53.5,39.5,2019,1242.17
GARFIELD,51548.0,52436.0,,,,,,31500.0,,52436.0,2249.0,1773.0,50.9,49.1,52.3,78.8,82.1,2.2,7.6,10.2,12.2,11.8,10.4,24.5,95.2,0.9,2.9,1.5,0.0,0.0,3.1,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,710.69
GARFIELD,50915.0,51463.0,,,,,,31528.0,,51555.0,2240.0,1694.0,49.4,50.6,50.4,75.6,79.6,2.3,5.9,10.8,11.4,10.4,12.0,22.8,95.5,0.7,3.3,0.9,0.0,0.0,5.2,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,710.69
GARFIELD,45855.0,46912.0,,,,,,36250.0,,47353.0,2230.0,1705.0,49.8,50.2,49.8,76.5,77.8,2.3,7.6,10.6,11.4,11.2,10.2,23.2,97.4,1.1,0.3,1.7,0.0,0.0,3.4,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,710.69
GARFIELD,51395.0,51512.0,,,,,,,,51715.0,2231.0,1677.0,49.4,50.6,47.7,75.2,75.8,1.3,10.5,9.4,10.8,11.6,9.2,22.5,95.6,0.2,3.0,1.3,0.0,0.0,3.3,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,710.69
GARFIELD,51399.0,51339.0,,,,,,,,51667.0,2226.0,1655.0,50.2,49.8,46.7,74.3,77.1,1.0,10.2,10.1,11.2,9.3,9.6,23.1,94.2,0.0,3.7,2.2,0.0,0.0,2.4,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,710.69
GARFIELD,52525.0,52925.0,,,,,,,,53175.0,2224.0,1637.0,49.4,50.6,45.5,73.6,76.2,0.3,12.7,9.8,11.7,7.1,10.3,21.8,91.7,0.9,3.1,4.3,0.4,0.0,2.1,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,710.69
GRANT,45949.0,50281.0,19304.0,38750.0,37969.0,,32827.0,27058.0,37054.0,51511.0,90202.0,58551.0,50.8,49.2,32.0,64.9,69.4,6.8,13.0,12.1,11.8,5.8,4.7,12.1,70.2,1.8,2.2,1.8,0.4,24.3,38.7,56.9,46728.0,49327.0,,,,,36711.0,,33963.0,53112.0,91878.0,59035.0,50.4,49.6,32.5,64.3,69.5,7.8,11.7,12.6,10.2,5.9,6.1,12.3,71.1,0.9,2.3,1.7,,24.0,39.4,56.2,2014,2679.51
GRANT,46772.0,50210.0,18438.0,40833.0,43173.0,,35932.0,41250.0,39243.0,50885.0,91458.0,59657.0,50.7,49.3,32.1,65.2,69.6,7.0,13.0,12.2,11.6,5.6,5.0,12.2,70.4,1.7,2.3,1.9,0.4,24.1,39.2,56.4,51949.0,52352.0,53604.0,,,,51305.0,44652.0,53321.0,51964.0,93147.0,62203.0,50.4,49.6,32.6,66.8,70.1,8.0,13.1,12.2,11.1,5.1,6.1,12.6,75.7,1.7,2.6,1.7,,18.7,39.9,55.6,2015,2679.51
GRANT,48714.0,51561.0,,40938.0,,,37015.0,33654.0,40238.0,51971.0,92070.0,60226.0,50.5,49.5,32.2,65.4,69.7,7.1,13.0,12.0,11.6,5.5,5.3,12.4,71.2,1.7,2.2,1.7,0.4,23.6,39.7,56.0,51667.0,52183.0,,,,,49732.0,115595.0,49150.0,54874.0,93259.0,61410.0,50.5,49.5,32.0,65.8,69.9,7.4,13.1,11.5,11.4,5.2,5.9,12.7,71.6,2.1,2.1,1.4,0.5,23.4,40.4,55.2,2016,2679.51
GRANT,50145.0,51532.0,45761.0,41250.0,,,42154.0,46761.0,45652.0,51784.0,92530.0,60512.0,50.4,49.6,32.3,65.4,69.8,7.2,13.0,11.9,11.3,5.6,5.4,12.6,70.7,1.7,2.5,1.8,0.2,23.9,40.1,55.5,48335.0,50217.0,45033.0,,,,44770.0,48189.0,45351.0,50697.0,93546.0,60476.0,50.3,49.7,32.9,64.6,70.8,6.2,13.1,11.7,11.0,5.4,5.3,13.5,63.3,,3.5,2.3,,31.2,41.0,54.5,2017,2679.51
GRANT,52382.0,54873.0,48588.0,33092.0,,,44195.0,55720.0,46405.0,57557.0,93420.0,61210.0,50.5,49.5,32.6,65.5,70.0,7.1,13.1,11.8,11.3,5.5,5.5,12.9,69.5,1.7,2.4,1.8,0.3,25.1,40.7,54.9,58644.0,65229.0,43432.0,130457.0,,,41720.0,51121.0,46812.0,63796.0,95158.0,62859.0,50.6,49.4,33.3,66.1,70.3,7.5,13.1,11.7,11.2,5.5,5.0,13.8,65.0,0.5,3.2,1.7,,29.4,41.7,53.8,2018,2679.51
GRANT,54982.0,58044.0,48727.0,41118.0,67125.0,,44498.0,59250.0,49688.0,57847.0,94860.0,62500.0,50.7,49.3,32.7,65.9,70.2,7.1,13.2,11.9,11.1,5.4,5.5,13.2,70.4,1.7,2.6,1.8,0.3,24.1,41.3,54.3,53057.0,60792.0,,23548.0,,,40342.0,80134.0,45690.0,60582.0,97331.0,64887.0,51.2,48.8,33.4,66.7,70.9,6.2,13.6,12.4,10.2,5.1,5.5,14.5,69.3,1.5,3.0,2.0,,25.3,42.1,53.3,2019,2679.51
ISLAND,58455.0,59671.0,43819.0,49180.0,52750.0,37417.0,43913.0,55000.0,52788.0,59892.0,78806.0,60170.0,49.7,50.3,43.7,76.4,79.8,6.8,12.0,10.4,13.4,7.7,7.9,19.4,85.6,3.5,2.4,6.3,1.0,2.2,5.9,82.1,51893.0,53374.0,27387.0,48770.0,50213.0,,,,53718.0,52843.0,78801.0,60482.0,49.4,50.6,44.1,76.8,80.7,7.8,11.1,10.5,12.3,6.8,8.7,21.4,85.6,3.5,1.9,6.2,1.1,2.1,6.7,81.1,2014,208.45
ISLAND,59107.0,60521.0,52713.0,48750.0,50278.0,35521.0,43920.0,49113.0,45096.0,61036.0,78951.0,60566.0,49.8,50.2,43.7,76.7,80.2,6.8,12.2,10.2,12.9,7.8,7.8,20.3,85.2,3.6,2.6,6.4,1.0,2.2,6.3,81.6,59934.0,60334.0,68374.0,,43375.0,,,60112.0,41250.0,61695.0,79275.0,61976.0,50.2,49.8,44.5,78.2,81.1,6.4,12.2,10.9,11.6,7.9,7.2,22.9,84.3,3.7,2.3,7.3,0.7,2.4,7.1,80.3,2015,208.45
ISLAND,58815.0,60077.0,47891.0,58147.0,50933.0,,,57400.0,41924.0,60971.0,79329.0,61188.0,49.8,50.2,44.0,77.1,80.6,7.0,12.4,10.1,12.3,7.6,7.9,21.2,85.0,3.7,2.4,6.6,0.9,2.3,6.6,80.9,60532.0,58989.0,70330.0,84134.0,107574.0,,,91140.0,28251.0,60525.0,80593.0,63302.0,50.5,49.5,45.6,78.5,81.2,6.6,13.2,9.5,11.9,7.2,8.0,23.3,85.2,3.8,2.3,6.9,0.9,2.0,7.3,79.2,2016,208.45
ISLAND,60261.0,60517.0,52361.0,73063.0,59635.0,,35795.0,62452.0,40229.0,61739.0,80113.0,62272.0,49.8,50.2,44.3,77.7,81.0,7.1,12.6,10.0,11.8,7.2,8.0,22.3,85.5,3.7,2.2,6.7,0.9,1.8,6.7,80.7,64813.0,64806.0,64725.0,87560.0,63900.0,,53188.0,69055.0,46099.0,66096.0,82636.0,65459.0,51.5,48.5,45.4,79.2,81.9,6.7,13.7,9.3,11.1,7.2,8.2,23.7,85.7,4.1,2.2,6.9,1.0,1.3,7.4,79.6,2017,208.45
ISLAND,61516.0,61497.0,65116.0,65577.0,60324.0,67174.0,42500.0,63361.0,48192.0,62100.0,80323.0,62919.0,49.8,50.2,44.1,78.3,81.3,7.1,13.1,10.0,11.5,7.2,7.9,22.7,84.9,4.0,2.4,6.8,0.9,1.9,7.1,80.1,59644.0,56671.0,65921.0,56528.0,72734.0,,,49245.0,82846.0,56436.0,83159.0,65912.0,49.3,50.7,43.5,79.3,81.6,7.2,14.4,9.9,10.7,6.2,7.9,24.0,83.7,4.8,3.1,7.3,0.8,1.5,7.9,79.0,2018,208.45
ISLAND,64809.0,64647.0,61331.0,88079.0,72853.0,68833.0,64219.0,63203.0,51845.0,65718.0,81636.0,64452.0,50.0,50.0,44.2,79.0,81.5,7.0,13.6,10.0,11.0,7.0,7.7,23.4,84.7,4.0,2.8,6.9,1.0,1.9,7.5,79.5,64793.0,66764.0,,91264.0,77539.0,,51425.0,66669.0,55169.0,69089.0,84460.0,67690.0,49.9,50.1,44.2,80.1,82.6,6.7,14.5,10.4,10.1,6.4,7.9,24.6,85.0,3.7,4.2,6.7,1.1,2.6,8.1,78.5,2019,208.45
JEFFERSON,46320.0,46656.0,52639.0,39167.0,40824.0,,,29340.0,23295.0,46985.0,29882.0,24826.0,49.5,50.5,54.3,83.1,85.6,3.9,8.1,9.0,14.1,9.9,11.2,27.8,90.1,1.3,4.8,3.0,0.8,0.8,3.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,1803.7
JEFFERSON,47202.0,47675.0,36375.0,39076.0,44390.0,,,24643.0,22708.0,47883.0,29978.0,25034.0,49.7,50.3,55.0,83.5,85.8,4.1,8.3,8.5,13.4,9.7,11.5,28.9,89.8,1.4,4.4,3.5,1.4,0.8,3.2,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,1803.7
JEFFERSON,49279.0,49657.0,,38690.0,44848.0,,,,32208.0,49980.0,30083.0,25105.0,49.4,50.6,55.6,83.5,86.0,4.0,8.6,8.1,12.2,9.9,11.6,30.1,90.4,1.6,4.3,3.0,0.7,0.9,3.4,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,1803.7
JEFFERSON,50928.0,51353.0,45714.0,22500.0,,,,47969.0,32011.0,51901.0,30333.0,25517.0,49.0,51.0,56.2,84.1,86.3,3.8,8.5,8.2,11.7,9.5,11.6,31.6,91.0,1.5,4.1,2.7,0.5,0.9,3.4,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,1803.7
JEFFERSON,51842.0,51792.0,,22917.0,105662.0,,,56121.0,39511.0,52259.0,30524.0,25903.0,49.1,50.9,57.1,84.9,86.9,3.6,8.5,8.2,11.2,9.5,11.7,33.0,91.1,1.0,4.5,2.5,0.4,0.9,3.5,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,1803.7
JEFFERSON,54471.0,54585.0,,20469.0,59620.0,,,55938.0,51343.0,54737.0,30856.0,26361.0,49.8,50.2,57.9,85.4,87.3,3.3,8.6,8.1,10.7,9.0,12.0,34.2,91.3,1.5,4.0,2.5,0.3,0.8,3.6,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,1803.7
KING,71811.0,76120.0,39263.0,43604.0,76614.0,53965.0,42342.0,59678.0,48333.0,77791.0,1974567.0,1482712.0,49.9,50.1,37.1,75.1,78.7,6.7,16.4,15.2,14.7,6.6,5.4,11.3,69.5,7.8,2.1,17.4,1.3,3.2,9.0,64.2,71834.0,76560.0,33955.0,42060.0,75555.0,52733.0,47472.0,58239.0,48308.0,78927.0,2044449.0,1540987.0,49.9,50.1,37.2,75.4,78.9,6.5,16.7,15.0,14.2,6.5,5.7,11.9,69.1,8.0,2.3,18.1,1.3,2.6,9.3,63.0,2014,2115.56
KING,73035.0,77435.0,38778.0,40406.0,79072.0,51462.0,42099.0,60014.0,49062.0,79468.0,2008997.0,1512994.0,49.9,50.1,37.2,75.3,78.9,6.6,16.6,15.1,14.5,6.6,5.5,11.6,68.9,7.9,2.2,17.9,1.3,3.2,9.2,63.5,75834.0,80804.0,38838.0,28550.0,83412.0,61326.0,43833.0,66423.0,51314.0,82286.0,2079967.0,1575142.0,50.0,50.0,37.2,75.7,79.0,6.4,17.0,14.9,14.0,6.6,5.7,12.2,67.7,8.0,2.4,18.8,1.2,3.2,9.4,62.3,2015,2115.56
KING,75302.0,80107.0,38696.0,41741.0,82928.0,54836.0,44268.0,63339.0,50430.0,81670.0,2045756.0,1545605.0,49.9,50.1,37.2,75.6,79.0,6.6,16.8,15.0,14.3,6.6,5.6,11.8,68.1,8.0,2.2,18.4,1.3,3.5,9.3,62.8,81916.0,86636.0,42282.0,45657.0,95540.0,79512.0,46619.0,71116.0,54926.0,88438.0,2117125.0,1610397.0,50.0,50.0,37.2,76.1,79.3,6.4,17.3,14.8,13.9,6.6,5.7,12.5,65.9,8.2,2.0,19.4,1.3,4.6,9.5,61.5,2016,2115.56
KING,78800.0,83315.0,40034.0,43725.0,87292.0,53628.0,49542.0,63945.0,53879.0,85099.0,2079550.0,1574952.0,49.9,50.1,37.2,75.7,79.1,6.4,17.0,14.9,14.1,6.6,5.7,12.2,67.2,8.1,2.2,18.9,1.3,3.8,9.3,62.2,86095.0,91530.0,45797.0,43199.0,95862.0,60523.0,60458.0,63926.0,62480.0,92431.0,2149970.0,1635775.0,50.0,50.0,37.1,76.1,79.4,6.2,17.5,14.7,13.8,6.2,6.0,12.7,64.8,8.2,2.1,20.0,1.5,5.2,9.5,60.9,2017,2115.56
KING,83571.0,88638.0,42280.0,45923.0,93971.0,62500.0,52070.0,70046.0,57933.0,90208.0,2118119.0,1609523.0,50.0,50.0,37.2,76.0,79.3,6.3,17.3,14.9,13.9,6.4,5.8,12.5,66.2,8.1,2.2,19.6,1.3,4.1,9.5,61.4,89675.0,95088.0,46730.0,52069.0,101518.0,69782.0,53717.0,80070.0,60987.0,96054.0,2188649.0,1671903.0,50.1,49.9,37.1,76.4,79.6,6.0,17.9,14.9,13.5,6.2,5.9,13.0,63.9,8.2,1.9,20.7,1.3,5.5,9.7,59.8,2018,2115.56
KING,89418.0,94533.0,48075.0,49059.0,102233.0,70361.0,54123.0,76155.0,62784.0,95931.0,2163257.0,1647811.0,50.1,49.9,37.1,76.2,79.4,6.2,17.7,14.9,13.7,6.4,5.8,12.7,64.9,8.2,2.1,20.3,1.3,4.6,9.6,60.4,95009.0,100298.0,55152.0,63558.0,111609.0,76826.0,57592.0,85337.0,66853.0,101247.0,2233163.0,1708025.0,50.2,49.8,36.8,76.5,79.7,6.0,18.4,15.0,13.1,6.3,5.6,13.2,63.1,8.4,2.0,21.7,1.4,5.1,9.8,58.7,2019,2115.56
KITSAP,62413.0,63922.0,41472.0,41842.0,66573.0,49688.0,47846.0,53656.0,49813.0,64353.0,252687.0,186188.0,50.8,49.2,39.3,73.7,78.1,7.8,12.8,11.8,14.8,7.2,7.0,13.9,82.2,4.1,3.4,7.6,1.7,2.4,6.6,78.5,62672.0,64175.0,,22107.0,76608.0,,32146.0,60932.0,45876.0,65118.0,253968.0,190857.0,50.5,49.5,39.0,75.2,78.8,8.4,13.3,11.8,13.8,7.8,6.3,15.1,82.0,4.1,3.2,8.0,1.8,2.1,7.0,77.8,2014,394.94
KITSAP,62473.0,64244.0,41183.0,44417.0,65577.0,53233.0,47800.0,51043.0,53119.0,64621.0,253614.0,187941.0,50.9,49.1,39.3,74.1,78.4,7.9,13.1,11.6,14.3,7.6,6.7,14.6,82.1,4.1,3.4,7.7,1.8,2.3,6.8,78.2,61794.0,63402.0,46152.0,43409.0,65663.0,49646.0,56303.0,43643.0,56546.0,63449.0,254183.0,189073.0,51.2,48.8,39.7,74.4,79.1,8.2,13.3,11.1,13.5,8.0,6.3,16.1,82.2,4.3,3.6,7.7,1.5,2.2,7.2,77.7,2015,394.94
KITSAP,62941.0,64380.0,40053.0,42237.0,67014.0,52500.0,46738.0,54425.0,55778.0,64552.0,255441.0,190672.0,50.9,49.1,39.3,74.6,78.7,8.2,13.4,11.4,13.8,7.7,6.6,15.2,81.8,4.2,3.5,7.8,1.8,2.4,7.1,77.7,66090.0,66209.0,39559.0,62250.0,82687.0,66538.0,47200.0,62319.0,69511.0,65846.0,260131.0,195693.0,51.2,48.8,39.4,75.2,79.3,7.8,13.9,11.1,12.9,7.7,6.3,16.6,81.2,4.6,3.6,7.9,1.9,2.6,7.5,77.0,2016,394.94
KITSAP,65017.0,66140.0,43354.0,52500.0,71375.0,76641.0,50478.0,59147.0,58956.0,66165.0,257488.0,193304.0,50.9,49.1,39.2,75.1,78.9,8.2,13.6,11.3,13.4,7.8,6.5,15.9,81.7,4.3,3.6,7.9,1.7,2.5,7.1,77.7,69171.0,70579.0,35543.0,74191.0,77077.0,108162.0,45964.0,66619.0,60089.0,70669.0,264811.0,201367.0,50.7,49.3,38.5,76.0,79.4,7.9,14.5,11.3,12.8,7.7,6.2,16.8,80.6,4.5,3.8,8.1,1.6,3.3,7.6,77.0,2017,394.94
KITSAP,68336.0,70005.0,40536.0,42250.0,74670.0,67212.0,47256.0,61762.0,61802.0,70127.0,258903.0,195302.0,51.0,49.0,39.1,75.4,79.1,8.1,13.8,11.3,13.1,7.6,6.6,16.4,81.7,4.3,3.4,8.0,1.7,2.5,7.3,77.4,73026.0,75637.0,43582.0,35268.0,68290.0,59850.0,,70508.0,64916.0,76125.0,266414.0,200937.0,51.0,49.0,39.1,75.4,79.3,7.7,14.0,11.5,12.3,6.8,7.3,17.4,81.7,4.5,3.1,8.2,1.7,2.2,7.8,76.6,2018,394.94
KITSAP,71610.0,73690.0,41354.0,52656.0,71611.0,80857.0,54609.0,62788.0,67429.0,73714.0,262475.0,198799.0,51.1,48.9,39.0,75.7,79.3,8.0,14.1,11.4,12.6,7.4,6.7,16.9,81.2,4.4,3.4,8.1,1.6,2.7,7.5,77.0,76945.0,80270.0,37095.0,59699.0,65750.0,74671.0,53608.0,73304.0,70842.0,80050.0,269805.0,206788.0,51.2,48.8,39.2,76.6,79.5,7.9,14.4,11.7,12.2,7.0,6.9,17.7,79.8,4.4,3.3,8.6,1.6,3.4,8.0,76.2,2019,394.94
KITTITAS,42982.0,44671.0,42813.0,71944.0,28938.0,,34063.0,25000.0,30975.0,45330.0,41291.0,29860.0,50.4,49.6,32.7,72.3,81.8,16.9,11.5,10.2,12.1,6.2,5.8,13.3,89.2,1.5,1.9,3.3,0.6,4.3,8.0,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2297.27
KITTITAS,45406.0,47057.0,43209.0,60125.0,28712.0,,33821.0,33347.0,31333.0,47544.0,41705.0,30164.0,50.2,49.8,32.7,72.3,81.8,16.8,11.8,10.1,11.7,6.0,6.1,13.6,88.9,1.4,2.0,3.3,0.6,4.3,8.3,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2297.27
KITTITAS,46458.0,47942.0,43314.0,,21990.0,,40625.0,,40500.0,48331.0,42204.0,30718.0,50.1,49.9,33.0,72.8,82.0,17.0,11.7,10.2,11.2,6.0,6.2,14.1,89.2,1.5,1.9,3.3,0.6,3.8,8.5,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2297.27
KITTITAS,47898.0,48888.0,44010.0,21453.0,37656.0,,42414.0,35481.0,43662.0,49208.0,42785.0,30936.0,50.0,50.0,33.7,72.3,82.2,16.8,11.4,10.3,11.3,6.2,6.1,14.6,89.6,1.5,2.0,3.2,0.8,3.4,8.5,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2297.27
