"Note: The report represents net sales that are self-reported by retail marijuana licensees. Information is subject to change due to late reports, corrections or audit findings. This file will be updated by approximately the 10th business day of each month.       ",,,
Last Update: 04/06/2021,,,
,,,
License Number,Reporting Period, Total Sales , Excise Tax Due 
421514,2020-05," 630,958 "," 233,455 "
421552,2020-05," 326,664 "," 120,866 "
421562,2020-05," 393,525 "," 145,604 "
421616,2020-05," 305,014 "," 112,855 "
421630,2020-05," 115,674 "," 42,800 "
421632,2020-05," 26,925 "," 9,962 "
421642,2020-05," 317,737 "," 117,563 "
421652,2020-05," 119,922 "," 44,371 "
421667,2020-05," 100,786 "," 37,291 "
421687,2020-05," 34,905 "," 12,915 "
421695,2020-05," 90,266 "," 33,399 "
421698,2020-05," 416,162 "," 153,980 "
421702,2020-05," 861,334 "," 318,694 "
421707,2020-05," 362,298 "," 134,050 "
421708,2020-05," 157,487 "," 58,270 "
421709,2020-05," 197,212 "," 72,968 "
421738,2020-05," 184,934 "," 68,426 "
421757,2020-05," 169,289 "," 62,637 "
421777,2020-05," 676,506 "," 250,307 "
421789,2020-05," 325,691 "," 120,506 "
421804,2020-05," 312,684 "," 115,693 "
421805,2020-05," 1,362,257 "," 504,035 "
421813,2020-05," 133,435 "," 49,371 "
421873,2020-05," 514,545 "," 190,382 "
421876,2020-05," 126,015 "," 46,625 "
421877,2020-05," 431,492 "," 159,652 "
421878,2020-05," 55,799 "," 20,645 "
421900,2020-05," 346,582 "," 128,235 "
421953,2020-05," 2,816 "," 1,042 "
422010,2020-05," 166,027 "," 61,430 "
422037,2020-05," 330,601 "," 122,322 "
422044,2020-05," 426,845 "," 157,933 "
422049,2020-05," 368,779 "," 136,448 "
422055,2020-05," 394,091 "," 145,814 "
422099,2020-05," 95,194 "," 35,222 "
422103,2020-05," 375,901 "," 139,083 "
422109,2020-05," 261,239 "," 96,658 "
422120,2020-05, 92 , 34 
422138,2020-05," 23,908 "," 8,846 "
422139,2020-05," 160,053 "," 59,220 "
422146,2020-05," 382,106 "," 141,379 "
422168,2020-05," 281,553 "," 104,175 "
422194,2020-05," 498,622 "," 184,490 "
422202,2020-05," 82,726 "," 30,608 "
422218,2020-05," 992,149 "," 367,095 "
422234,2020-05," 81,342 "," 30,097 "
422239,2020-05," 91,599 "," 33,892 "
422278,2020-05," 376,868 "," 139,441 "
422294,2020-05," 504,530 "," 186,676 "
422329,2020-05," 216,031 "," 79,931 "
422332,2020-05," 128,899 "," 47,693 "
422336,2020-05," 263,519 "," 97,502 "
422363,2020-05," 60,548 "," 22,403 "
422442,2020-05," 477,348 "," 176,619 "
422447,2020-05," 504,318 "," 186,598 "
422454,2020-05," 183,795 "," 68,004 "
422457,2020-05," 38,044 "," 14,076 "
422459,2020-05," 56,458 "," 20,890 "
422460,2020-05," 1,314 ", 486 
422466,2020-05," 55,788 "," 20,642 "
422504,2020-05," 234,063 "," 86,603 "
422525,2020-05," 7,686 "," 2,844 "
422570,2020-05," 199,874 "," 73,954 "
422632,2020-05," 125,502 "," 46,436 "
422655,2020-05," 23,953 "," 8,863 "
422701,2020-05," 12,897 "," 4,772 "
422764,2020-05," 332,731 "," 123,111 "
422765,2020-05," 67,400 "," 24,938 "
422777,2020-05," 122,248 "," 45,232 "
422781,2020-05," 48,297 "," 17,870 "
422785,2020-05," 88,385 "," 32,703 "
422792,2020-05," 80,268 "," 29,699 "
422796,2020-05," 63,146 "," 23,364 "
422817,2020-05," 175,563 "," 64,958 "
422930,2020-05," 28,627 "," 10,592 "
422944,2020-05," 114,472 "," 42,355 "
422951,2020-05," 1,004 ", 372 
422954,2020-05," 100,298 "," 37,110 "
422978,2020-05," 47,598 "," 17,611 "
422992,2020-05," 364,986 "," 135,045 "
423000,2020-05," 545,332 "," 201,773 "
423036,2020-05," 40,405 "," 14,950 "
423096,2020-05," 477,021 "," 176,498 "
423203,2020-05," 149,519 "," 55,322 "
423224,2020-05," 227,683 "," 84,243 "
423372,2020-05," 641,441 "," 237,333 "
423379,2020-05," 888,749 "," 328,837 "
423390,2020-05," 172,479 "," 63,817 "
423402,2020-05," 431,580 "," 159,685 "
423413,2020-05," 743,914 "," 275,248 "
423492,2020-05," 989,150 "," 365,986 "
423536,2020-05," 478,857 "," 177,177 "
423542,2020-05," 236,072 "," 87,347 "
423571,2020-05," 598,770 "," 221,545 "
423634,2020-05," 254,904 "," 94,314 "
423754,2020-05," 1,007,727 "," 372,859 "
423784,2020-05," 303,506 "," 112,297 "
423829,2020-05," 484,308 "," 179,194 "
423885,2020-05," 523,379 "," 193,650 "
423993,2020-05," 69,442 "," 25,694 "
424190,2020-05," 118,161 "," 43,720 "
424273,2020-05," 121,768 "," 45,054 "
424311,2020-05," 761,521 "," 281,763 "
424463,2020-05," 442,742 "," 163,814 "
424473,2020-05," 240,421 "," 88,956 "
424599,2020-05," 103,551 "," 38,314 "
424747,2020-05," 716,846 "," 265,233 "
424751,2020-05," 947,854 "," 350,706 "
424848,2020-05," 771,052 "," 285,289 "
424877,2020-05," 56,010 "," 20,724 "
424951,2020-05," 1,426,213 "," 527,699 "
425068,2020-05," 378,539 "," 140,059 "
425128,2020-05," 13,283 "," 4,915 "
425185,2020-05," 31,956 "," 11,824 "
425273,2020-05," 360,642 "," 133,438 "
425362,2020-05," 310,866 "," 115,021 "
425493,2020-05," 350,241 "," 129,589 "
425498,2020-05," 190,049 "," 70,318 "
425507,2020-05," 318,777 "," 117,947 "
425539,2020-05," 564,567 "," 208,890 "
425584,2020-05," 203,849 "," 75,424 "
425585,2020-05," 138,774 "," 51,346 "
425605,2020-05," 22,133 "," 8,189 "
425686,2020-05," 219,686 "," 81,284 "
425767,2020-05," 305,197 "," 112,923 "
425925,2020-05," 417,650 "," 154,531 "
425965,2020-05," 267,863 "," 99,109 "
426039,2020-05," 563,687 "," 208,564 "
426050,2020-05," 286,651 "," 106,061 "
426125,2020-05," 178,662 "," 66,105 "
426199,2020-05," 235,896 "," 87,281 "
426284,2020-05," 177,074 "," 65,517 "
426443,2020-05," 61,189 "," 22,640 "
426562,2020-05," 646,497 "," 239,204 "
426563,2020-05," 719,872 "," 266,353 "
426606,2020-05," 448,415 "," 165,913 "
426632,2020-05," 50,510 "," 18,689 "
426677,2020-05," 130,323 "," 48,220 "
426678,2020-05," 188,316 "," 69,677 "
426731,2020-05," 390,605 "," 144,524 "
426849,2020-05," 188,920 "," 69,900 "
426888,2020-05," 144,785 "," 53,570 "
426895,2020-05," 118,479 "," 43,837 "
427121,2020-05," 869,754 "," 321,809 "
427156,2020-05," 2,907 "," 1,076 "
427158,2020-05," 65,079 "," 24,079 "
427457,2020-05," 237,074 "," 87,717 "
427458,2020-05," 183,255 "," 67,804 "
427533,2020-05," 47,217 "," 17,470 "
427634,2020-05," 1,619,539 "," 599,229 "
427666,2020-05," 440,346 "," 162,928 "
427742,2020-05," 258,339 "," 95,585 "
427769,2020-05," 172,736 "," 63,912 "
427850,2020-05," 254,161 "," 94,039 "
428005,2020-05," 381,332 "," 141,093 "
428107,2020-05," 107,324 "," 39,710 "
428263,2020-05," 68,949 "," 25,511 "
428276,2020-05," 447,329 "," 165,512 "
428560,2020-05," 485,095 "," 179,485 "
428654,2020-05," 200,356 "," 74,132 "
428760,2020-05," 867,136 "," 320,841 "
428846,2020-05," 241,665 "," 89,416 "
428942,2020-05," 427,652 "," 158,231 "
429000,2020-05, 16 , 6 
429044,2020-05," 14,285 "," 5,286 "
429212,2020-05," 1,782 ", 659 
429699,2020-05," 265,948 "," 98,401 "
429761,2020-05," 91,677 "," 33,921 "
429803,2020-05," 85,849 "," 31,764 "
430084,2020-05," 35,878 "," 13,275 "
430097,2020-05," 6,143 "," 2,273 "
430175,2020-05," 98,143 "," 36,313 "
430237,2020-05," 39,165 "," 14,491 "
430254,2020-05," 68,805 "," 25,458 "
071368,2020-06," 636,466 "," 235,492 "
076189,2020-06," 63,516 "," 23,501 "
079013,2020-06," 247,504 "," 91,576 "
079720,2020-06," 213,494 "," 78,993 "
081400,2020-06," 47,333 "," 17,513 "
082587,2020-06," 369,770 "," 136,815 "
083380,2020-06," 1,166 ", 431 
084154,2020-06," 1,090,731 "," 403,570 "
085059,2020-06, 819 , 303 
086054,2020-06," 55,043 "," 20,366 "
086823,2020-06," 156,133 "," 57,769 "
088920,2020-06," 198,649 "," 73,500 "
350641,2020-06," 83,005 "," 30,712 "
350766,2020-06," 436,350 "," 161,449 "
352673,2020-06," 407,719 "," 150,856 "
353260,2020-06," 23,741 "," 8,784 "
353928,2020-06," 548,191 "," 202,831 "
354876,2020-06," 415,893 "," 153,880 "
357129,2020-06," 277,004 "," 102,492 "
360307,2020-06," 383,539 "," 141,909 "
364799,2020-06," 483,247 "," 178,801 "
400085,2020-06," 86,173 "," 31,884 "
400209,2020-06," 21,602 "," 7,993 "
400772,2020-06," 333,233 "," 123,296 "
402039,2020-06," 199,953 "," 73,983 "
402780,2020-06," 130,980 "," 48,462 "
404933,2020-06," 117,168 "," 43,352 "
407950,2020-06," 128,119 "," 47,404 "
410273,2020-06," 1,306,697 "," 483,478 "
410332,2020-06," 165,547 "," 61,252 "
410798,2020-06," 328,869 "," 121,682 "
410831,2020-06," 493,708 "," 182,672 "
411970,2020-06," 267,930 "," 99,134 "
412370,2020-06," 86,595 "," 32,040 "
412466,2020-06," 138,653 "," 51,302 "
412490,2020-06," 305,632 "," 113,084 "
412494,2020-06," 673,125 "," 249,056 "
412921,2020-06," 126,492 "," 46,802 "
412922,2020-06," 247,632 "," 91,624 "
412923,2020-06," 617,717 "," 228,555 "
412940,2020-06," 116,825 "," 43,225 "
413258,2020-06," 402,299 "," 148,851 "
413314,2020-06," 177,509 "," 65,678 "
413319,2020-06," 131,362 "," 48,604 "
413358,2020-06," 1,353,985 "," 500,974 "
413363,2020-06," 371,913 "," 137,608 "
413366,2020-06," 243,167 "," 89,972 "
413369,2020-06," 419,287 "," 155,136 "
413372,2020-06," 123,694 "," 45,767 "
413374,2020-06," 294,395 "," 108,926 "
413385,2020-06," 55,014 "," 20,355 "
413407,2020-06," 117,241 "," 43,379 "
413414,2020-06," 116,447 "," 43,086 "
413420,2020-06," 555,528 "," 205,545 "
413426,2020-06," 475,199 "," 175,824 "
413427,2020-06," 249,181 "," 92,197 "
413428,2020-06," 160,420 "," 59,356 "
413481,2020-06," 280,911 "," 103,937 "
413492,2020-06," 156,097 "," 57,756 "
413519,2020-06," 148,666 "," 55,006 "
413529,2020-06," 95,660 "," 35,394 "
413530,2020-06," 24,180 "," 8,947 "
413534,2020-06," 134,193 "," 49,651 "
413541,2020-06," 135,005 "," 49,952 "
413544,2020-06," 241,502 "," 89,356 "
413551,2020-06," 213,040 "," 78,825 "
413558,2020-06," 200,478 "," 74,177 "
413570,2020-06," 381,754 "," 141,249 "
413586,2020-06," 143,668 "," 53,157 "
413596,2020-06," 284,206 "," 105,156 "
413600,2020-06," 134,016 "," 49,586 "
413683,2020-06," 533,032 "," 197,222 "
413692,2020-06," 316,528 "," 117,115 "
413727,2020-06," 206,721 "," 76,487 "
413729,2020-06," 267,502 "," 98,976 "
413732,2020-06," 724,165 "," 267,941 "
413739,2020-06," 593,917 "," 219,749 "
413762,2020-06," 197,122 "," 72,935 "
413773,2020-06," 210,532 "," 77,897 "
413791,2020-06," 323,691 "," 119,766 "
413798,2020-06," 224,570 "," 83,091 "
413801,2020-06," 60,768 "," 22,484 "
413802,2020-06," 110,976 "," 41,061 "
413803,2020-06," 565,790 "," 209,342 "
413809,2020-06," 210,292 "," 77,808 "
413812,2020-06," 346,178 "," 128,086 "
413813,2020-06," 478,385 "," 177,002 "
413843,2020-06," 140,515 "," 51,991 "
413870,2020-06," 344,844 "," 127,592 "
413886,2020-06," 172,896 "," 63,972 "
413893,2020-06," 454,457 "," 168,149 "
413901,2020-06," 197,294 "," 72,999 "
413930,2020-06," 97,528 "," 36,085 "
413994,2020-06," 113,145 "," 41,864 "
414002,2020-06," 287,384 "," 106,332 "
414060,2020-06," 229,674 "," 84,979 "
414065,2020-06," 352,522 "," 130,433 "
414103,2020-06," 656,388 "," 242,863 "
414160,2020-06," 256,030 "," 94,731 "
414174,2020-06," 327,585 "," 121,206 "
414181,2020-06," 395,118 "," 146,194 "
414211,2020-06," 690,375 "," 255,439 "
414216,2020-06," 20,934 "," 7,746 "
414223,2020-06," 163,353 "," 60,440 "
414225,2020-06," 205,526 "," 76,044 "
414243,2020-06," 172,827 "," 63,946 "
414280,2020-06," 195,482 "," 72,328 "
414292,2020-06," 104,664 "," 38,726 "
414295,2020-06," 1,259,739 "," 466,103 "
414345,2020-06," 194,799 "," 72,076 "
414356,2020-06," 273,592 "," 101,229 "
414398,2020-06," 186,576 "," 69,033 "
414425,2020-06," 182,744 "," 67,615 "
414430,2020-06," 163,694 "," 60,567 "
414441,2020-06," 478,841 "," 177,171 "
414449,2020-06," 621,862 "," 230,089 "
414450,2020-06," 52,608 "," 19,465 "
414454,2020-06," 65,525 "," 24,244 "
414456,2020-06," 123,586 "," 45,727 "
414460,2020-06," 16,412 "," 6,072 "
414470,2020-06," 437,718 "," 161,956 "
414491,2020-06," 564,741 "," 208,954 "
414495,2020-06," 213,459 "," 78,980 "
414500,2020-06," 162,082 "," 59,970 "
414503,2020-06," 218,147 "," 80,714 "
414508,2020-06," 507,712 "," 187,854 "
414520,2020-06," 671,846 "," 248,583 "
414532,2020-06," 402,465 "," 148,912 "
414533,2020-06," 641,227 "," 237,254 "
414539,2020-06," 26,743 "," 9,895 "
414550,2020-06," 200,370 "," 74,137 "
414558,2020-06," 32,122 "," 11,885 "
414569,2020-06," 276,361 "," 102,254 "
414573,2020-06," 32,132 "," 11,889 "
414574,2020-06," 195,517 "," 72,341 "
414656,2020-06," 163,560 "," 60,517 "
414664,2020-06," 340,115 "," 125,842 "
414680,2020-06," 157,384 "," 58,232 "
414712,2020-06," 68,361 "," 25,293 "
414714,2020-06," 699,037 "," 258,644 "
414716,2020-06," 224,651 "," 83,121 "
414731,2020-06," 388,204 "," 143,636 "
414733,2020-06," 456,795 "," 169,014 "
414735,2020-06," 237,353 "," 87,821 "
414749,2020-06," 37,243 "," 13,780 "
414750,2020-06," 134,667 "," 49,827 "
414755,2020-06," 87,342 "," 32,317 "
414761,2020-06," 110,869 "," 41,021 "
414785,2020-06," 314,686 "," 116,434 "
414803,2020-06," 112,092 "," 41,474 "
414812,2020-06," 228,974 "," 84,721 "
414814,2020-06," 194,278 "," 71,883 "
414817,2020-06," 629,651 "," 232,971 "
414823,2020-06," 883,421 "," 326,866 "
414829,2020-06," 610,187 "," 225,769 "
414841,2020-06," 490,224 "," 181,383 "
414864,2020-06," 328,674 "," 121,609 "
414867,2020-06," 869,651 "," 321,771 "
414868,2020-06," 362,139 "," 133,991 "
414871,2020-06," 272,154 "," 100,697 "
414876,2020-06," 1,548,922 "," 573,101 "
414881,2020-06," 78,296 "," 28,969 "
414918,2020-06," 42,961 "," 15,896 "
414958,2020-06," 170,230 "," 62,985 "
414959,2020-06," 228,616 "," 84,588 "
414963,2020-06," 190,458 "," 70,469 "
414970,2020-06," 414,741 "," 153,454 "
414983,2020-06," 433,107 "," 160,250 "
414995,2020-06," 57,378 "," 21,230 "
415001,2020-06," 213,466 "," 78,982 "
415010,2020-06," 394,957 "," 146,134 "
415031,2020-06," 278,132 "," 102,909 "
415045,2020-06," 240,875 "," 89,124 "
415064,2020-06," 29,659 "," 10,974 "
415083,2020-06," 865,322 "," 320,169 "
415094,2020-06," 601,418 "," 222,525 "
415112,2020-06," 458,784 "," 169,750 "
415115,2020-06," 167,654 "," 62,032 "
415124,2020-06," 116,607 "," 43,145 "
415127,2020-06," 251,672 "," 93,119 "
415130,2020-06," 280,019 "," 103,607 "
415132,2020-06," 230,395 "," 85,246 "
415183,2020-06," 278,601 "," 103,082 "
415185,2020-06," 91,246 "," 33,761 "
415198,2020-06," 320,532 "," 118,597 "
415203,2020-06," 225,852 "," 83,565 "
415211,2020-06," 287,540 "," 106,390 "
415216,2020-06," 334,089 "," 123,613 "
415222,2020-06," 196,697 "," 72,778 "
415229,2020-06," 372,806 "," 137,938 "
415238,2020-06," 161,627 "," 59,802 "
415287,2020-06," 132,162 "," 48,900 "
415294,2020-06," 67,845 "," 25,103 "
415303,2020-06," 190,210 "," 70,378 "
415314,2020-06," 84,360 "," 31,213 "
415333,2020-06," 630,132 "," 233,149 "
415343,2020-06," 124,626 "," 46,112 "
415348,2020-06," 164,261 "," 60,777 "
415361,2020-06," 56,131 "," 20,769 "
415406,2020-06," 193,401 "," 71,558 "
415410,2020-06," 404,697 "," 149,738 "
415429,2020-06," 134,305 "," 49,693 "
415445,2020-06," 164,698 "," 60,938 "
415470,2020-06," 232,027 "," 85,850 "
415484,2020-06," 54,862 "," 20,299 "
415486,2020-06," 206,804 "," 76,517 "
415488,2020-06," 239,927 "," 88,773 "
415504,2020-06," 335,117 "," 123,993 "
415507,2020-06," 266,621 "," 98,650 "
415509,2020-06," 138,521 "," 51,253 "
415513,2020-06," 160,450 "," 59,367 "
415517,2020-06," 194,390 "," 71,924 "
415523,2020-06," 119,266 "," 44,128 "
415526,2020-06," 401,527 "," 148,565 "
415539,2020-06," 156,575 "," 57,933 "
415567,2020-06," 435,250 "," 161,042 "
415575,2020-06," 275,422 "," 101,906 "
415641,2020-06," 70,327 "," 26,021 "
415645,2020-06," 166,916 "," 61,759 "
415652,2020-06," 139,186 "," 51,499 "
415658,2020-06," 213,692 "," 79,066 "
416102,2020-06," 249,503 "," 92,316 "
416540,2020-06," 274,005 "," 101,382 "
417114,2020-06," 236,872 "," 87,643 "
417469,2020-06," 112,530 "," 41,636 "
417486,2020-06," 327,151 "," 121,046 "
417643,2020-06," 201,740 "," 74,644 "
417646,2020-06," 236,618 "," 87,549 "
417880,2020-06," 106,076 "," 39,248 "
417949,2020-06," 126,964 "," 46,977 "
420292,2020-06," 131,100 "," 48,507 "
420336,2020-06," 211,829 "," 78,377 "
420389,2020-06," 490,619 "," 181,529 "
420400,2020-06," 73,386 "," 27,153 "
420416,2020-06," 88,381 "," 32,701 "
420477,2020-06," 27,143 "," 10,043 "
420478,2020-06," 74,417 "," 27,534 "
420497,2020-06," 251,109 "," 92,910 "
420645,2020-06," 82,230 "," 30,425 "
420661,2020-06," 121,381 "," 44,911 "
420666,2020-06," 367,433 "," 135,950 "
420741,2020-06," 1,026,319 "," 379,738 "
420785,2020-06," 463,667 "," 171,557 "
420793,2020-06," 177,553 "," 65,694 "
420801,2020-06," 64,494 "," 23,863 "
420812,2020-06," 85,229 "," 31,535 "
420819,2020-06," 140,173 "," 51,864 "
420889,2020-06," 701,842 "," 259,682 "
420894,2020-06," 171,875 "," 63,594 "
420895,2020-06," 118,522 "," 43,853 "
420898,2020-06," 217,600 "," 80,512 "
420908,2020-06," 185,943 "," 68,799 "
420934,2020-06," 146,896 "," 54,352 "
421005,2020-06," 348,648 "," 129,000 "
421069,2020-06," 311,972 "," 115,430 "
421084,2020-06," 883,499 "," 326,895 "
421110,2020-06," 442,223 "," 163,622 "
421141,2020-06," 531,172 "," 196,534 "
421168,2020-06," 141,262 "," 52,267 "
421261,2020-06," 278,070 "," 102,886 "
421326,2020-06," 230,569 "," 85,311 "
421335,2020-06," 319,963 "," 118,386 "
421359,2020-06," 218,153 "," 80,717 "
421409,2020-06," 388,107 "," 143,600 "
421491,2020-06," 125,316 "," 46,367 "
421514,2020-06," 588,672 "," 217,809 "
421552,2020-06," 298,431 "," 110,419 "
421562,2020-06," 346,378 "," 128,160 "
421616,2020-06," 268,659 "," 99,404 "
421630,2020-06," 128,825 "," 47,665 "
421632,2020-06," 25,910 "," 9,587 "
421642,2020-06," 282,662 "," 104,585 "
421652,2020-06," 121,773 "," 45,056 "
421667,2020-06," 92,824 "," 34,345 "
421687,2020-06," 38,408 "," 14,211 "
421695,2020-06," 97,964 "," 36,247 "
421698,2020-06," 391,665 "," 144,916 "
421702,2020-06," 803,868 "," 297,431 "
421707,2020-06," 387,917 "," 143,529 "
421708,2020-06," 151,800 "," 56,166 "
421709,2020-06," 179,693 "," 66,486 "
421738,2020-06," 171,268 "," 63,369 "
421757,2020-06," 165,256 "," 61,145 "
421777,2020-06," 649,781 "," 240,419 "
421789,2020-06," 295,782 "," 109,439 "
421804,2020-06," 303,014 "," 112,115 "
421805,2020-06," 1,326,798 "," 490,915 "
421813,2020-06," 128,883 "," 47,687 "
421873,2020-06," 470,116 "," 173,943 "
421876,2020-06," 125,941 "," 46,598 "
421877,2020-06," 385,196 "," 142,523 "
421900,2020-06," 353,210 "," 130,688 "
421953,2020-06," 3,409 "," 1,261 "
422010,2020-06," 152,181 "," 56,307 "
422037,2020-06," 315,070 "," 116,576 "
422044,2020-06," 400,622 "," 148,230 "
422049,2020-06," 339,786 "," 125,721 "
422055,2020-06," 341,638 "," 126,406 "
422099,2020-06," 87,271 "," 32,290 "
422103,2020-06," 349,895 "," 129,461 "
422109,2020-06," 250,875 "," 92,824 "
422120,2020-06," 2,675 ", 990 
422138,2020-06," 20,297 "," 7,510 "
422139,2020-06," 153,657 "," 56,853 "
422146,2020-06," 367,298 "," 135,900 "
422168,2020-06," 252,914 "," 93,578 "
422194,2020-06," 478,281 "," 176,964 "
422202,2020-06," 78,846 "," 29,173 "
422218,2020-06," 895,531 "," 331,346 "
422234,2020-06," 79,868 "," 29,551 "
422239,2020-06," 89,001 "," 32,930 "
422278,2020-06," 362,433 "," 134,100 "
422294,2020-06," 458,471 "," 169,634 "
422329,2020-06," 186,042 "," 68,836 "
422332,2020-06," 121,341 "," 44,896 "
422336,2020-06," 292,433 "," 108,200 "
422363,2020-06," 58,432 "," 21,620 "
422442,2020-06," 466,625 "," 172,651 "
422447,2020-06," 469,721 "," 173,797 "
422454,2020-06," 163,788 "," 60,602 "
422457,2020-06," 34,787 "," 12,871 "
422459,2020-06," 53,108 "," 19,650 "
422460,2020-06," 1,157 ", 428 
422466,2020-06," 58,079 "," 21,489 "
422504,2020-06," 212,242 "," 78,529 "
422525,2020-06," 1,146 ", 424 
422570,2020-06," 198,768 "," 73,544 "
422632,2020-06," 115,295 "," 42,659 "
422655,2020-06," 39,347 "," 14,559 "
422658,2020-06," 1,903 ", 704 
422701,2020-06," 14,784 "," 5,470 "
422764,2020-06," 305,947 "," 113,200 "
422765,2020-06," 67,792 "," 25,083 "
422777,2020-06," 117,721 "," 43,557 "
422781,2020-06," 46,239 "," 17,108 "
422785,2020-06," 84,415 "," 31,234 "
422792,2020-06," 76,108 "," 28,160 "
422796,2020-06," 64,993 "," 24,047 "
422817,2020-06," 159,774 "," 59,116 "
422930,2020-06," 32,605 "," 12,064 "
422944,2020-06," 111,689 "," 41,325 "
422951,2020-06," 1,319 ", 488 
422954,2020-06," 98,609 "," 36,485 "
422978,2020-06," 41,617 "," 15,398 "
422992,2020-06," 355,907 "," 131,686 "
423000,2020-06," 527,665 "," 195,236 "
423036,2020-06," 46,485 "," 17,200 "
423096,2020-06," 455,469 "," 168,524 "
423203,2020-06," 142,919 "," 52,880 "
423224,2020-06," 218,534 "," 80,858 "
423372,2020-06," 585,178 "," 216,516 "
423379,2020-06," 849,847 "," 314,443 "
423390,2020-06," 169,267 "," 62,629 "
423402,2020-06," 417,624 "," 154,521 "
423413,2020-06," 652,833 "," 241,548 "
423492,2020-06," 936,217 "," 346,400 "
423536,2020-06," 410,695 "," 151,957 "
423542,2020-06," 219,225 "," 81,113 "
423571,2020-06," 558,869 "," 206,782 "
423634,2020-06," 251,266 "," 92,968 "
423754,2020-06," 1,013,344 "," 374,937 "
423784,2020-06," 278,100 "," 102,897 "
423829,2020-06," 441,802 "," 163,467 "
423885,2020-06," 495,078 "," 183,179 "
423993,2020-06," 61,526 "," 22,765 "
424190,2020-06," 133,159 "," 49,269 "
424273,2020-06," 123,490 "," 45,691 "
424311,2020-06," 676,840 "," 250,431 "
424463,2020-06," 409,799 "," 151,626 "
424473,2020-06," 243,140 "," 89,962 "
424599,2020-06," 112,915 "," 41,778 "
424747,2020-06," 689,121 "," 254,975 "
424751,2020-06," 919,887 "," 340,358 "
424848,2020-06," 711,731 "," 263,341 "
424951,2020-06," 1,274,485 "," 471,560 "
425068,2020-06," 357,530 "," 132,286 "
425128,2020-06," 12,001 "," 4,441 "
425185,2020-06," 27,981 "," 10,353 "
425273,2020-06," 321,723 "," 119,037 "
425362,2020-06," 322,876 "," 119,464 "
425493,2020-06," 368,051 "," 136,179 "
425498,2020-06," 155,009 "," 57,353 "
425507,2020-06," 284,044 "," 105,096 "
425539,2020-06," 569,966 "," 210,887 "
425584,2020-06," 222,247 "," 82,231 "
425585,2020-06," 119,534 "," 44,228 "
425605,2020-06," 16,839 "," 6,231 "
425686,2020-06," 196,129 "," 72,568 "
425767,2020-06," 304,306 "," 112,593 "
425925,2020-06," 381,002 "," 140,971 "
425965,2020-06," 256,744 "," 94,995 "
426039,2020-06," 540,724 "," 200,068 "
426050,2020-06," 274,609 "," 101,605 "
426125,2020-06," 186,640 "," 69,057 "
426199,2020-06," 228,269 "," 84,460 "
426284,2020-06," 175,202 "," 64,825 "
426443,2020-06," 55,256 "," 20,445 "
426562,2020-06," 633,813 "," 234,511 "
426563,2020-06," 686,855 "," 254,136 "
426606,2020-06," 410,858 "," 152,017 "
426632,2020-06," 47,000 "," 17,390 "
426677,2020-06," 125,801 "," 46,546 "
426678,2020-06," 172,911 "," 63,977 "
426731,2020-06," 369,596 "," 136,750 "
426849,2020-06," 179,514 "," 66,420 "
426888,2020-06," 128,391 "," 47,505 "
426895,2020-06," 143,958 "," 53,264 "
427121,2020-06," 853,559 "," 315,817 "
427156,2020-06," 1,761 ", 652 
427158,2020-06," 89,399 "," 33,078 "
427457,2020-06," 237,121 "," 87,735 "
427458,2020-06," 185,499 "," 68,635 "
427533,2020-06," 40,781 "," 15,089 "
427634,2020-06," 1,483,782 "," 548,999 "
427666,2020-06," 410,251 "," 151,793 "
427742,2020-06," 237,061 "," 87,713 "
427769,2020-06," 176,601 "," 65,342 "
427850,2020-06," 230,974 "," 85,460 "
428005,2020-06," 375,167 "," 138,812 "
428107,2020-06," 96,197 "," 35,593 "
428263,2020-06," 61,634 "," 22,805 "
428276,2020-06," 419,769 "," 155,314 "
428560,2020-06," 452,499 "," 167,425 "
428654,2020-06," 244,899 "," 90,613 "
428760,2020-06," 904,779 "," 334,768 "
428846,2020-06," 211,919 "," 78,410 "
428942,2020-06," 422,062 "," 156,163 "
429000,2020-06, 16 , 6 
429044,2020-06," 13,528 "," 5,006 "
429212,2020-06," 1,368 ", 506 
429699,2020-06," 254,572 "," 94,192 "
429761,2020-06," 89,775 "," 33,217 "
429803,2020-06," 95,543 "," 35,351 "
430084,2020-06," 38,723 "," 14,328 "
430097,2020-06," 28,537 "," 10,559 "
430175,2020-06," 120,974 "," 44,760 "
430237,2020-06," 71,898 "," 26,602 "
430254,2020-06," 170,687 "," 63,154 "
430369,2020-06," 58,297 "," 21,570 "
430562,2020-06," 291,618 "," 107,899 "
071368,2020-07," 630,137 "," 233,151 "
076189,2020-07," 73,369 "," 27,146 "
079013,2020-07," 268,352 "," 99,290 "
079720,2020-07," 226,554 "," 83,825 "
081400,2020-07," 55,812 "," 20,650 "
082587,2020-07," 394,110 "," 145,821 "
083380,2020-07," 44,840 "," 16,591 "
084154,2020-07," 1,211,549 "," 448,273 "
085059,2020-07, 828 , 306 
086054,2020-07," 61,519 "," 22,762 "
086823,2020-07," 173,278 "," 64,113 "
088920,2020-07," 204,429 "," 75,639 "
350641,2020-07," 96,035 "," 35,533 "
350766,2020-07," 424,285 "," 156,985 "
352673,2020-07," 429,510 "," 158,919 "
353260,2020-07," 28,472 "," 10,535 "
353928,2020-07," 560,718 "," 207,466 "
353993,2020-07," 12,207 "," 4,517 "
