"Note: The report represents net sales that are self-reported by retail marijuana licensees. Information is subject to change due to late reports, corrections or audit findings. This file will be updated by approximately the 10th business day of each month.       ",,,
Last Update: 06/09/2020,,,
,,,
License Number,Reporting Period, Total Sales, Excise Tax Due 
414868,2019-03,"304,051","112,499"
414871,2019-03,"224,716","83,145"
414876,2019-03,"1,387,821","513,494"
414884,2019-03,"280,515","103,791"
414893,2019-03,"161,028","59,580"
414918,2019-03,"47,906","17,725"
414958,2019-03,"127,493","47,173"
414959,2019-03,"94,649","35,020"
414963,2019-03,"156,706","57,981"
414970,2019-03,"249,400","92,278"
414983,2019-03,"369,260","136,626"
415001,2019-03,"125,775","46,537"
415010,2019-03,"323,995","119,878"
415031,2019-03,"199,706","73,891"
415032,2019-03,8,3
415045,2019-03,"25,772","9,536"
415064,2019-03,"24,632","9,114"
415083,2019-03,"691,235","255,757"
415094,2019-03,"434,436","160,741"
415112,2019-03,"382,990","141,706"
415115,2019-03,"148,347","54,889"
415124,2019-03,"78,016","28,866"
415127,2019-03,"109,870","40,652"
415130,2019-03,"236,285","87,425"
415132,2019-03,"210,788","77,992"
415183,2019-03,"238,966","88,417"
415198,2019-03,"292,047","108,057"
415203,2019-03,"132,806","49,138"
415211,2019-03,"222,015","82,146"
415216,2019-03,"265,876","98,374"
415222,2019-03,"162,335","60,064"
415229,2019-03,"311,668","115,317"
415238,2019-03,"129,932","48,075"
415287,2019-03,"104,867","38,801"
415294,2019-03,"55,514","20,540"
415303,2019-03,"162,103","59,978"
415314,2019-03,"91,258","33,765"
415325,2019-03,"76,165","28,181"
415333,2019-03,"530,234","196,187"
415343,2019-03,"89,566","33,139"
415348,2019-03,"154,957","57,334"
415361,2019-03,"34,948","12,931"
415406,2019-03,"187,845","69,503"
415410,2019-03,"301,481","111,548"
415429,2019-03,"98,007","36,262"
415445,2019-03,"90,782","33,590"
415470,2019-03,"260,436","96,361"
415484,2019-03,"37,914","14,028"
415486,2019-03,"149,663","55,375"
415488,2019-03,"164,982","61,043"
415504,2019-03,"250,547","92,702"
415507,2019-03,"189,173","69,994"
415509,2019-03,"114,986","42,545"
415513,2019-03,"111,257","41,165"
415517,2019-03,"144,200","53,354"
415523,2019-03,"70,491","26,082"
415526,2019-03,"315,594","116,770"
415534,2019-03,10,4
415539,2019-03,"72,857","26,957"
415567,2019-03,"280,078","103,629"
415575,2019-03,"165,679","61,301"
415641,2019-03,"91,860","33,988"
415645,2019-03,"148,092","54,794"
415652,2019-03,"283,080","104,739"
415658,2019-03,"150,748","55,777"
416102,2019-03,"194,232","71,866"
416540,2019-03,"250,430","92,659"
417114,2019-03,"278,501","103,045"
417469,2019-03,"89,279","33,033"
417486,2019-03,"192,189","71,110"
417643,2019-03,"148,885","55,088"
417646,2019-03,"250,321","92,619"
417880,2019-03,"91,580","33,884"
417949,2019-03,"68,008","25,163"
419640,2019-03,"253,765","93,893"
420123,2019-03,"68,002","25,161"
420291,2019-03,"234,075","86,608"
420292,2019-03,"27,067","10,015"
420336,2019-03,"201,169","74,432"
420389,2019-03,"406,646","150,459"
420390,2019-03,"39,221","14,512"
420400,2019-03,"64,554","23,885"
420416,2019-03,"41,792","15,463"
420478,2019-03,"49,882","18,456"
420497,2019-03,"173,150","64,065"
420645,2019-03,"21,752","8,048"
420661,2019-03,"103,877","38,434"
420666,2019-03,"205,078","75,879"
420741,2019-03,"632,905","234,175"
420785,2019-03,"292,962","108,396"
420800,2019-03,"23,993","8,877"
420801,2019-03,"83,989","31,076"
420819,2019-03,"3,997","1,479"
420889,2019-03,"604,522","223,673"
420894,2019-03,"58,850","21,775"
420895,2019-03,"81,089","30,003"
420898,2019-03,"152,585","56,457"
420908,2019-03,"149,593","55,350"
420934,2019-03,"112,419","41,595"
421005,2019-03,"208,132","77,009"
421069,2019-03,"235,777","87,237"
421084,2019-03,"610,305","225,813"
421110,2019-03,"263,229","97,395"
421141,2019-03,"615,932","227,895"
421168,2019-03,"126,192","46,691"
421261,2019-03,"222,506","82,327"
421335,2019-03,"180,636","66,835"
421359,2019-03,"182,312","67,456"
421409,2019-03,"344,878","127,605"
421491,2019-03,"96,894","35,851"
421507,2019-03,"25,528","9,445"
421514,2019-03,"529,161","195,789"
421552,2019-03,"196,845","72,833"
421562,2019-03,"270,578","100,114"
421577,2019-03,"223,794","82,804"
421616,2019-03,"216,755","80,199"
421630,2019-03,"119,066","44,055"
421632,2019-03,"28,385","10,503"
421642,2019-03,"187,810","69,490"
421652,2019-03,"94,350","34,909"
421667,2019-03,"77,177","28,556"
421695,2019-03,"96,611","35,746"
421698,2019-03,"313,107","115,849"
421702,2019-03,"557,909","206,426"
421707,2019-03,"306,148","113,275"
421708,2019-03,"154,906","57,315"
421709,2019-03,"149,441","55,293"
421738,2019-03,"173,822","64,314"
421757,2019-03,"117,378","43,430"
421777,2019-03,"408,941","151,308"
421789,2019-03,"378,927","140,203"
421804,2019-03,"295,916","109,489"
421805,2019-03,"831,004","307,471"
421813,2019-03,"79,887","29,558"
421873,2019-03,"212,680","78,692"
421876,2019-03,"90,002","33,301"
421877,2019-03,"233,744","86,485"
421878,2019-03,"19,072","7,057"
421900,2019-03,"414,615","153,408"
421918,2019-03,"15,776","5,837"
421953,2019-03,394,146
422010,2019-03,"82,587","30,557"
422037,2019-03,"197,490","73,071"
422044,2019-03,"200,524","74,194"
422049,2019-03,"260,461","96,371"
422055,2019-03,"312,168","115,502"
422099,2019-03,"60,437","22,362"
422103,2019-03,"268,265","99,258"
422109,2019-03,"196,183","72,588"
422138,2019-03,"14,921","5,521"
422139,2019-03,"85,169","31,512"
422146,2019-03,"293,838","108,720"
422168,2019-03,"158,296","58,569"
422194,2019-03,"322,867","119,461"
422202,2019-03,"55,667","20,597"
422218,2019-03,"637,301","235,801"
422234,2019-03,"60,824","22,505"
422239,2019-03,"71,690","26,525"
422278,2019-03,"299,992","110,997"
422294,2019-03,"317,752","117,568"
422298,2019-03,672,249
422329,2019-03,"114,246","42,271"
422332,2019-03,"114,770","42,465"
422336,2019-03,"436,404","161,469"
422363,2019-03,"36,640","13,557"
422431,2019-03,"260,810","96,500"
422442,2019-03,"396,195","146,592"
422447,2019-03,"456,254","168,814"
422454,2019-03,"88,294","32,669"
422457,2019-03,"24,732","9,151"
422459,2019-03,"34,837","12,890"
422460,2019-03,"9,424","3,487"
422466,2019-03,"32,927","12,183"
422504,2019-03,"166,375","61,559"
422525,2019-03,"9,172","3,394"
422570,2019-03,"126,610","46,846"
422655,2019-03,"16,818","6,223"
422658,2019-03,"7,939","2,937"
422701,2019-03,"4,641","1,717"
422764,2019-03,"183,833","68,018"
422765,2019-03,"24,227","8,964"
422777,2019-03,"69,585","25,747"
422781,2019-03,"26,251","9,713"
422785,2019-03,"43,353","16,040"
422792,2019-03,"30,242","11,189"
422796,2019-03,"87,715","32,455"
422817,2019-03,"135,758","50,230"
422930,2019-03,"4,252","1,573"
422944,2019-03,"78,228","28,944"
422954,2019-03,"70,330","26,022"
422978,2019-03,"67,476","24,966"
423000,2019-03,"336,009","124,323"
423036,2019-03,"49,104","18,169"
423096,2019-03,"338,057","125,081"
423203,2019-03,"105,839","39,161"
423224,2019-03,"148,294","54,869"
423372,2019-03,"354,242","131,070"
423379,2019-03,"1,087,422","402,346"
423390,2019-03,"99,994","36,998"
423402,2019-03,"376,908","139,456"
423413,2019-03,"515,561","190,758"
423492,2019-03,"589,542","218,131"
423536,2019-03,"306,957","113,574"
423542,2019-03,"141,272","52,270"
423571,2019-03,"386,244","142,910"
423634,2019-03,"179,920","66,570"
423754,2019-03,"200,374","74,138"
423779,2019-03,793,293
423784,2019-03,"213,061","78,832"
423829,2019-03,"283,803","105,007"
423885,2019-03,"373,509","138,198"
423993,2019-03,"40,063","14,823"
424117,2019-03,"77,144","28,543"
424190,2019-03,"87,487","32,370"
424273,2019-03,"57,392","21,235"
424311,2019-03,"553,620","204,839"
424430,2019-03,"1,025",379
424463,2019-03,"303,879","112,435"
424473,2019-03,"136,282","50,424"
424599,2019-03,"67,278","24,893"
424747,2019-03,"675,669","249,998"
424751,2019-03,"641,759","237,451"
424848,2019-03,"511,643","189,308"
424951,2019-03,"135,123","49,995"
425068,2019-03,"221,857","82,087"
425128,2019-03,"14,380","5,321"
425185,2019-03,"33,251","12,303"
425273,2019-03,"250,513","92,690"
425362,2019-03,"217,765","80,573"
425493,2019-03,"329,165","121,791"
425498,2019-03,"25,904","9,584"
425507,2019-03,"197,998","73,259"
425539,2019-03,"557,492","206,272"
425584,2019-03,"156,479","57,897"
425585,2019-03,"95,054","35,170"
425605,2019-03,"15,809","5,849"
425686,2019-03,"143,237","52,998"
425767,2019-03,"115,722","42,817"
425925,2019-03,"317,300","117,401"
426039,2019-03,"389,374","144,068"
426050,2019-03,"151,511","56,059"
426125,2019-03,"556,102","205,758"
426199,2019-03,"92,096","34,076"
426284,2019-03,"122,987","45,505"
426443,2019-03,"26,510","9,809"
426562,2019-03,"540,669","200,048"
426563,2019-03,"644,323","238,400"
426606,2019-03,"239,714","88,694"
426632,2019-03,"31,700","11,729"
426677,2019-03,"39,528","14,625"
426678,2019-03,"118,226","43,743"
426849,2019-03,"85,635","31,685"
426888,2019-03,"89,393","33,076"
426895,2019-03,"42,443","15,704"
427121,2019-03,"542,532","200,737"
427156,2019-03,"3,402","1,259"
427158,2019-03,"67,360","24,923"
427457,2019-03,"68,165","25,221"
427458,2019-03,"58,561","21,667"
427533,2019-03,"44,420","16,435"
427634,2019-03,"1,013,588","375,028"
427666,2019-03,"117,968","43,648"
427742,2019-03,"65,201","24,124"
427769,2019-03,"91,648","33,910"
427850,2019-03,"81,740","30,244"
428005,2019-03,"131,197","48,543"
428107,2019-03,"53,314","19,726"
428276,2019-03,"105,805","39,148"
422570-1,2019-03,"68,923","25,501"
71368,2019-04,"438,515","162,251"
76189,2019-04,"24,932","9,225"
79013,2019-04,"217,143","80,343"
79720,2019-04,"139,859","51,748"
81400,2019-04,"79,559","29,437"
82587,2019-04,"455,775","168,637"
84045,2019-04,"409,375","151,469"
84154,2019-04,"485,777","179,737"
85059,2019-04,410,152
86054,2019-04,"57,274","21,191"
86823,2019-04,"135,259","50,046"
88920,2019-04,"75,465","27,922"
350641,2019-04,"61,322","22,689"
350766,2019-04,"330,248","122,192"
352673,2019-04,"300,477","111,176"
353260,2019-04,"25,954","9,603"
353928,2019-04,"348,836","129,069"
353993,2019-04,"37,732","13,961"
354876,2019-04,"181,617","67,198"
357129,2019-04,"29,582","10,945"
360307,2019-04,"343,342","127,037"
364799,2019-04,"238,772","88,346"
400209,2019-04,"32,991","12,207"
400772,2019-04,"246,278","91,123"
402039,2019-04,"211,737","78,343"
402780,2019-04,"94,842","35,092"
404933,2019-04,"95,313","35,266"
407950,2019-04,"44,818","16,583"
410273,2019-04,"1,077,911","398,827"
410332,2019-04,"133,909","49,546"
410798,2019-04,"243,555","90,115"
410831,2019-04,"304,632","112,714"
411970,2019-04,"158,274","58,561"
412370,2019-04,"130,657","48,343"
412466,2019-04,"91,231","33,756"
412490,2019-04,"194,230","71,865"
412494,2019-04,"614,293","227,288"
412921,2019-04,"115,464","42,722"
412922,2019-04,"135,822","50,254"
412923,2019-04,"623,706","230,771"
412940,2019-04,"69,537","25,729"
413258,2019-04,"232,340","85,966"
413314,2019-04,"103,170","38,173"
413314,2019-04,"83,703","30,970"
413319,2019-04,"147,208","54,467"
413358,2019-04,"1,011,167","374,132"
413363,2019-04,"344,906","127,615"
413366,2019-04,"142,355","52,671"
413369,2019-04,"435,370","161,087"
413372,2019-04,"281,161","104,030"
413374,2019-04,"236,432","87,480"
413385,2019-04,"44,571","16,491"
413407,2019-04,"74,396","27,527"
413414,2019-04,"69,194","25,602"
413420,2019-04,"374,648","138,620"
413426,2019-04,"323,498","119,694"
413427,2019-04,"163,508","60,498"
413428,2019-04,"112,360","41,573"
413481,2019-04,"230,025","85,109"
413492,2019-04,"119,340","44,156"
413519,2019-04,"139,288","51,536"
413529,2019-04,"57,127","21,137"
413530,2019-04,"23,355","8,641"
413534,2019-04,"139,260","51,526"
413541,2019-04,"115,141","42,602"
413544,2019-04,"173,218","64,091"
413550,2019-04,"192,732","71,311"
413551,2019-04,"136,898","50,652"
413558,2019-04,"281,323","104,090"
413570,2019-04,"375,436","138,911"
413586,2019-04,"92,159","34,099"
413596,2019-04,"136,529","50,516"
413600,2019-04,"102,410","37,892"
413677,2019-04,"84,576","31,293"
413683,2019-04,"612,028","226,450"
413692,2019-04,"278,459","103,030"
413700,2019-04,"13,961","5,166"
413727,2019-04,"156,244","57,810"
413729,2019-04,"129,832","48,038"
413732,2019-04,"394,289","145,887"
413739,2019-04,"439,976","162,791"
413762,2019-04,"135,918","50,290"
413773,2019-04,"100,478","37,177"
413791,2019-04,"302,188","111,810"
413798,2019-04,"149,028","55,140"
413801,2019-04,"58,000","21,460"
413802,2019-04,"96,423","35,677"
413803,2019-04,"264,626","97,912"
413805,2019-04,"10,778","3,988"
413809,2019-04,"167,592","62,009"
413812,2019-04,"175,354","64,881"
413813,2019-04,"297,991","110,257"
413843,2019-04,"103,490","38,291"
413846,2019-04,"9,690","3,585"
413870,2019-04,"221,058","81,791"
413886,2019-04,"129,730","48,000"
413893,2019-04,"348,175","128,825"
413901,2019-04,"142,380","52,681"
413930,2019-04,"76,549","28,323"
413994,2019-04,"74,758","27,660"
414002,2019-04,"165,403","61,199"
414060,2019-04,"181,247","67,062"
414065,2019-04,"123,257","45,605"
414103,2019-04,"548,033","202,772"
414160,2019-04,"156,826","58,026"
414174,2019-04,"285,029","105,461"
414181,2019-04,"329,932","122,075"
414211,2019-04,"474,323","175,499"
414216,2019-04,"13,822","5,114"
414225,2019-04,"217,672","80,539"
414243,2019-04,"120,644","44,638"
414280,2019-04,"146,559","54,227"
414292,2019-04,"57,850","21,404"
414295,2019-04,"837,456","309,859"
414298,2019-04,"75,333","27,873"
414345,2019-04,"117,278","43,393"
414356,2019-04,"212,741","78,714"
414398,2019-04,"163,580","60,525"
414425,2019-04,"157,531","58,286"
414430,2019-04,"165,379","61,190"
414441,2019-04,"362,322","134,059"
414449,2019-04,"359,426","132,988"
414450,2019-04,"25,270","9,350"
414454,2019-04,"52,611","19,466"
414456,2019-04,"56,646","20,959"
414460,2019-04,"12,096","4,476"
414470,2019-04,"243,731","90,181"
414491,2019-04,"330,981","122,463"
414495,2019-04,"170,587","63,117"
414500,2019-04,"129,071","47,756"
414503,2019-04,"171,166","63,331"
414508,2019-04,"223,592","82,729"
414520,2019-04,"609,851","225,645"
414532,2019-04,"376,464","139,292"
414533,2019-04,"680,963","251,956"
414539,2019-04,"10,326","3,821"
414550,2019-04,"136,390","50,464"
414558,2019-04,"26,799","9,916"
414569,2019-04,"228,665","84,606"
414573,2019-04,"28,307","10,474"
414574,2019-04,"145,669","53,897"
414656,2019-04,"132,883","49,167"
414664,2019-04,"308,947","114,310"
414680,2019-04,"100,093","37,034"
414712,2019-04,"52,582","19,455"
414714,2019-04,"674,784","249,670"
414716,2019-04,"215,643","79,788"
414731,2019-04,"421,621","156,000"
414733,2019-04,"352,618","130,469"
414735,2019-04,"201,342","74,497"
414749,2019-04,"16,785","6,211"
414750,2019-04,"75,665","27,996"
414755,2019-04,"52,162","19,300"
414761,2019-04,"77,683","28,743"
414785,2019-04,"213,833","79,118"
414803,2019-04,"33,399","12,358"
414812,2019-04,"215,756","79,830"
414814,2019-04,"109,128","40,377"
414817,2019-04,"493,530","182,606"
414823,2019-04,"551,071","203,896"
414829,2019-04,"435,858","161,268"
414841,2019-04,"360,610","133,426"
414864,2019-04,"229,523","84,923"
414867,2019-04,"697,720","258,156"
414868,2019-04,"291,187","107,739"
414871,2019-04,"223,196","82,583"
414876,2019-04,"1,273,321","471,129"
414884,2019-04,"270,515","100,091"
414893,2019-04,"117,879","43,615"
414918,2019-04,"47,616","17,618"
414958,2019-04,"128,018","47,367"
414959,2019-04,"94,051","34,799"
414963,2019-04,"141,891","52,500"
414970,2019-04,"242,367","89,676"
414983,2019-04,"444,120","164,324"
415001,2019-04,"116,912","43,257"
415010,2019-04,"304,769","112,764"
415031,2019-04,"191,934","71,015"
415032,2019-04,71,26
415045,2019-04,"86,685","32,073"
415064,2019-04,"25,307","9,364"
415083,2019-04,"653,085","241,641"
415094,2019-04,"445,791","164,943"
415112,2019-04,"369,596","136,751"
415115,2019-04,"139,201","51,504"
415124,2019-04,"71,993","26,638"
415127,2019-04,"108,139","40,011"
415130,2019-04,"225,964","83,607"
415132,2019-04,"137,698","50,948"
415132,2019-04,"53,807","19,909"
415183,2019-04,"225,265","83,348"
415198,2019-04,"287,144","106,243"
415203,2019-04,"136,972","50,680"
415211,2019-04,"214,329","79,302"
415216,2019-04,"259,016","95,836"
415222,2019-04,"157,845","58,403"
415229,2019-04,"298,808","110,559"
415238,2019-04,"126,675","46,870"
415287,2019-04,"109,279","40,433"
415294,2019-04,"54,751","20,258"
415303,2019-04,"141,728","52,439"
415314,2019-04,"91,197","33,743"
415325,2019-04,"62,363","23,074"
415333,2019-04,"553,895","204,941"
415343,2019-04,"88,637","32,796"
415348,2019-04,"153,806","56,908"
415361,2019-04,"37,237","13,778"
415406,2019-04,"176,320","65,238"
415410,2019-04,"295,625","109,381"
415429,2019-04,"96,727","35,789"
415445,2019-04,"94,137","34,831"
415470,2019-04,"115,048","42,568"
415470,2019-04,"142,416","52,694"
415484,2019-04,"34,070","12,606"
415486,2019-04,"148,475","54,936"
415488,2019-04,"155,069","57,376"
415504,2019-04,"239,458","88,600"
415507,2019-04,"176,652","65,361"
415509,2019-04,"108,567","40,170"
415513,2019-04,"100,511","37,189"
415517,2019-04,"127,084","47,021"
415523,2019-04,"67,468","24,963"
415526,2019-04,"310,091","114,734"
415539,2019-04,"101,367","37,506"
415567,2019-04,"269,280","99,634"
415575,2019-04,"166,546","61,622"
415641,2019-04,"87,706","32,451"
415645,2019-04,"143,331","53,033"
415652,2019-04,"276,343","102,247"
415658,2019-04,"144,657","53,523"
416102,2019-04,"184,170","68,143"
416540,2019-04,"228,550","84,563"
417114,2019-04,"289,707","107,192"
417469,2019-04,"82,676","30,590"
417486,2019-04,"187,220","69,272"
417643,2019-04,"144,942","53,629"
417646,2019-04,"235,111","86,991"
417880,2019-04,"85,917","31,789"
417949,2019-04,"67,546","24,992"
419640,2019-04,"231,714","85,734"
420123,2019-04,"65,730","24,320"
420291,2019-04,"214,415","79,334"
420292,2019-04,"38,696","14,317"
420336,2019-04,"176,397","65,267"
420382,2019-04,130,48
420389,2019-04,"393,932","145,755"
420390,2019-04,"40,367","14,936"
420400,2019-04,"59,705","22,091"
420416,2019-04,"36,759","13,601"
420478,2019-04,"51,318","18,988"
420497,2019-04,"173,072","64,037"
420645,2019-04,"27,443","10,154"
420661,2019-04,"95,146","35,204"
420666,2019-04,"195,281","72,254"
420741,2019-04,"618,710","228,923"
420785,2019-04,"287,017","106,196"
420800,2019-04,"20,904","7,735"
420801,2019-04,"78,526","29,055"
420819,2019-04,"2,370",877
420889,2019-04,"571,676","211,520"
420894,2019-04,"59,857","22,147"
420895,2019-04,"84,625","31,311"
420898,2019-04,"142,529","52,736"
420908,2019-04,"78,008","28,863"
420908,2019-04,"62,818","23,243"
420934,2019-04,"110,857","41,017"
421005,2019-04,"210,948","78,051"
421069,2019-04,"232,353","85,971"
421084,2019-04,"591,135","218,720"
421110,2019-04,"276,444","102,284"
421141,2019-04,"588,738","217,833"
421168,2019-04,"128,315","47,477"
421261,2019-04,"236,593","87,539"
421335,2019-04,"178,105","65,899"
421350,2019-04,545,202
421359,2019-04,"170,273","63,001"
421409,2019-04,"349,362","129,264"
421491,2019-04,"100,237","37,088"
421507,2019-04,"26,104","9,659"
421514,2019-04,"491,732","181,941"
421552,2019-04,"202,676","74,990"
421562,2019-04,"263,832","97,618"
421577,2019-04,"219,271","81,130"
421616,2019-04,"211,045","78,087"
421630,2019-04,"105,783","39,140"
421632,2019-04,"27,743","10,265"
421642,2019-04,"188,941","69,908"
421652,2019-04,"98,646","36,499"
421667,2019-04,"74,605","27,604"
421687,2019-04,"23,209","8,587"
421695,2019-04,"96,296","35,630"
421698,2019-04,"301,586","111,587"
421702,2019-04,"550,131","203,548"
421707,2019-04,"297,985","110,254"
421708,2019-04,"155,581","57,565"
421709,2019-04,"142,389","52,684"
421738,2019-04,"189,123","69,976"
421757,2019-04,"114,553","42,385"
421777,2019-04,"438,817","162,362"
421789,2019-04,"351,423","130,027"
421804,2019-04,"282,390","104,484"
421805,2019-04,"795,954","294,503"
421813,2019-04,"75,422","27,906"
421873,2019-04,"217,054","80,310"
421876,2019-04,"91,070","33,696"
421877,2019-04,"240,228","88,884"
421878,2019-04,"20,174","7,464"
421900,2019-04,"359,347","132,958"
421918,2019-04,"13,986","5,175"
421953,2019-04,247,91
422010,2019-04,"85,988","31,815"
422037,2019-04,"199,320","73,748"
422044,2019-04,"188,295","69,669"
422049,2019-04,"245,639","90,886"
422055,2019-04,"317,109","117,330"
422099,2019-04,"58,954","21,813"
422103,2019-04,"277,037","102,504"
422109,2019-04,"177,874","65,813"
422120,2019-04,56,21
422138,2019-04,"7,366","2,725"
422139,2019-04,"94,349","34,909"
422146,2019-04,"285,104","105,489"
422168,2019-04,"154,799","57,276"
422194,2019-04,"315,925","116,892"
422202,2019-04,"52,093","19,275"
422218,2019-04,"611,465","226,242"
422234,2019-04,"58,478","21,637"
422239,2019-04,"76,096","28,156"
422278,2019-04,"286,114","105,862"
422294,2019-04,"318,092","117,694"
422329,2019-04,"116,931","43,264"
422332,2019-04,"121,735","45,042"
422336,2019-04,"381,509","141,158"
422363,2019-04,"37,539","13,889"
422431,2019-04,"251,665","93,116"
422442,2019-04,"375,299","138,860"
422447,2019-04,"449,963","166,486"
422454,2019-04,"87,646","32,429"
422457,2019-04,"24,936","9,226"
422459,2019-04,"34,210","12,658"
422460,2019-04,"9,541","3,530"
422466,2019-04,"32,452","12,007"
422504,2019-04,"172,139","63,691"
422525,2019-04,"9,830","3,637"
422570,2019-04,"195,598","72,371"
422632,2019-04,"4,428","1,638"
422655,2019-04,"17,900","6,623"
422658,2019-04,"9,017","3,336"
422701,2019-04,"5,330","1,972"
422764,2019-04,"176,433","65,280"
422765,2019-04,"23,065","8,534"
422777,2019-04,"69,575","25,743"
422781,2019-04,"27,777","10,277"
422785,2019-04,"45,563","16,858"
422792,2019-04,"25,532","9,447"
422796,2019-04,"79,980","29,593"
422817,2019-04,"130,469","48,273"
422930,2019-04,"4,738","1,753"
422944,2019-04,"80,795","29,894"
422954,2019-04,"63,143","23,363"
422978,2019-04,"68,429","25,319"
423000,2019-04,"355,710","131,613"
423036,2019-04,"49,498","18,314"
423096,2019-04,"322,378","119,280"
423203,2019-04,"103,031","38,121"
423224,2019-04,"147,336","54,514"
423372,2019-04,"359,070","132,856"
423379,2019-04,"1,102,245","407,831"
423390,2019-04,"102,557","37,946"
423402,2019-04,"386,935","143,166"
423413,2019-04,"503,711","186,373"
423492,2019-04,"569,240","210,619"
423536,2019-04,"321,097","118,806"
423542,2019-04,"138,906","51,395"
423571,2019-04,"375,567","138,960"
423634,2019-04,"168,131","62,208"
423754,2019-04,"188,653","69,802"
423779,2019-04,754,279
423784,2019-04,"229,393","84,875"
423829,2019-04,"283,803","105,007"
423885,2019-04,"363,408","134,461"
423993,2019-04,"39,016","14,436"
424117,2019-04,"73,513","27,200"
424190,2019-04,"87,185","32,258"
424273,2019-04,"59,167","21,892"
424311,2019-04,"543,740","201,184"
424430,2019-04,879,325
424463,2019-04,"318,316","117,777"
424473,2019-04,"139,754","51,709"
424599,2019-04,"63,015","23,315"
424747,2019-04,"647,306","239,503"
424751,2019-04,"615,330","227,672"
424848,2019-04,"489,895","181,261"
424877,2019-04,"11,929","4,414"
424951,2019-04,"602,914","223,078"
425068,2019-04,"290,612","107,526"
425128,2019-04,"13,411","4,962"
425185,2019-04,"30,845","11,413"
425273,2019-04,"250,032","92,512"
425362,2019-04,"195,107","72,190"
425493,2019-04,"342,254","126,634"
425498,2019-04,"34,876","12,904"
425507,2019-04,"210,606","77,924"
425539,2019-04,"542,462","200,711"
425584,2019-04,"175,893","65,080"
425585,2019-04,"87,794","32,484"
425605,2019-04,"15,745","5,826"
425686,2019-04,"131,601","48,692"
425767,2019-04,"140,803","52,097"
425925,2019-04,"299,974","110,990"
425965,2019-04,"152,172","56,304"
426039,2019-04,"366,116","135,463"
426050,2019-04,"154,558","57,186"
426125,2019-04,"334,105","123,619"
426199,2019-04,"100,311","37,115"
426284,2019-04,"116,130","42,968"
426443,2019-04,"27,111","10,031"
426562,2019-04,"463,560","171,517"
426563,2019-04,"639,702","236,690"
426606,2019-04,"238,095","88,095"
426632,2019-04,"31,209","11,547"
426677,2019-04,"42,410","15,692"
426678,2019-04,"112,051","41,459"
426849,2019-04,"82,437","30,502"
426888,2019-04,"93,911","34,747"
426895,2019-04,"43,610","16,136"
427121,2019-04,"522,784","193,430"
427156,2019-04,"3,246","1,201"
427158,2019-04,"65,122","24,095"
427457,2019-04,"77,364","28,625"
427458,2019-04,"55,227","20,434"
427533,2019-04,"43,601","16,132"
427634,2019-04,"965,869","357,371"
427666,2019-04,"134,505","49,767"
427742,2019-04,"71,298","26,380"
427769,2019-04,"87,293","32,299"
427850,2019-04,"96,947","35,871"
428005,2019-04,"139,600","51,652"
428107,2019-04,"53,175","19,675"
428263,2019-04,972,360
428276,2019-04,"82,046","30,357"
79720,2019-05,"144,246","53,371"
81400,2019-05,"60,413","22,353"
82587,2019-05,"456,677","168,970"
84045,2019-05,"424,525","157,074"
84154,2019-05,"548,429","202,919"
85059,2019-05,208,77
86054,2019-05,"57,636","21,325"
86823,2019-05,"139,334","51,554"
88920,2019-05,"77,515","28,680"
350641,2019-05,"66,200","24,494"
350766,2019-05,"361,975","133,931"
352673,2019-05,"312,461","115,611"
353260,2019-05,"32,340","11,966"
353928,2019-05,"398,170","147,323"
353993,2019-05,"34,945","12,930"
354876,2019-05,"196,020","72,527"
357129,2019-05,"103,083","38,141"
360307,2019-05,"340,759","126,081"
364799,2019-05,"257,503","95,276"
400209,2019-05,"31,152","11,526"
400772,2019-05,"250,022","92,508"
402039,2019-05,"215,720","79,816"
402780,2019-05,"109,346","40,458"
404933,2019-05,"109,947","40,680"
407950,2019-05,"52,115","19,282"
410273,2019-05,"1,119,121","414,075"
410332,2019-05,"139,130","51,478"
410798,2019-05,"256,446","94,885"
410831,2019-05,"324,353","120,011"
411970,2019-05,"177,095","65,525"
412370,2019-05,"127,841","47,301"
412466,2019-05,"97,241","35,979"
412490,2019-05,"197,226","72,973"
412494,2019-05,"675,266","249,849"
412921,2019-05,"125,388","46,394"
412922,2019-05,"144,146","53,334"
412923,2019-05,"619,518","229,222"
412940,2019-05,"73,705","27,271"
413258,2019-05,"230,173","85,164"
413314,2019-05,"187,922","69,531"
413319,2019-05,"156,651","57,961"
413358,2019-05,"1,090,203","403,375"
413363,2019-05,"345,818","127,953"
413366,2019-05,"148,878","55,085"
413369,2019-05,"438,321","162,179"
413372,2019-05,"305,187","112,919"
413374,2019-05,"249,632","92,364"
413385,2019-05,"42,692","15,796"
413407,2019-05,"88,008","32,563"
413414,2019-05,"85,042","31,465"
413420,2019-05,"389,313","144,046"
413426,2019-05,"343,827","127,216"
413427,2019-05,"172,845","63,953"
413428,2019-05,"113,602","42,033"
413481,2019-05,"240,859","89,118"
413492,2019-05,"133,522","49,403"
413519,2019-05,"141,238","52,258"
413529,2019-05,"74,281","27,484"
413530,2019-05,"29,554","10,935"
413534,2019-05,"134,530","49,776"
413541,2019-05,"120,643","44,638"
413544,2019-05,"177,474","65,665"
413550,2019-05,"186,515","69,010"
413551,2019-05,"138,278","51,163"
413558,2019-05,"293,298","108,520"
