"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M"
"id","Geographic Area Name","Total!!Estimate!!Households","Total!!Margin of Error!!Households","Total!!Estimate!!Households!!One race!!White","Total!!Margin of Error!!Households!!One race!!White","Total!!Estimate!!Households!!One race!!Black or African American","Total!!Margin of Error!!Households!!One race!!Black or African American","Total!!Estimate!!Households!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Total!!Estimate!!Households!!One race!!Asian","Total!!Margin of Error!!Households!!One race!!Asian","Total!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!Households!!One race!!Some other race","Total!!Margin of Error!!Households!!One race!!Some other race","Total!!Estimate!!Households!!Two or more races","Total!!Margin of Error!!Households!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Estimate!!FAMILIES!!Families","Total!!Margin of Error!!FAMILIES!!Families","Total!!Estimate!!FAMILIES!!Families!!With own children under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With own children under 18 years","Total!!Estimate!!FAMILIES!!Families!!With no own children under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With no own children under 18 years","Total!!Estimate!!FAMILIES!!Families!!Married-couple families","Total!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Total!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Total!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Total!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Total!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Estimate!!Households","Median income (dollars)!!Margin of Error!!Households","Median income (dollars)!!Estimate!!Households!!One race!!White","Median income (dollars)!!Margin of Error!!Households!!One race!!White","Median income (dollars)!!Estimate!!Households!!One race!!Black or African American","Median income (dollars)!!Margin of Error!!Households!!One race!!Black or African American","Median income (dollars)!!Estimate!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Estimate!!Households!!One race!!Asian","Median income (dollars)!!Margin of Error!!Households!!One race!!Asian","Median income (dollars)!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Estimate!!Households!!One race!!Some other race","Median income (dollars)!!Margin of Error!!Households!!One race!!Some other race","Median income (dollars)!!Estimate!!Households!!Two or more races","Median income (dollars)!!Margin of Error!!Households!!Two or more races","Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Median income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Estimate!!FAMILIES!!Families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With own children under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With own children under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With no own children under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With no own children under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months"
"0500000US53001","Adams County, Washington","5827","105","72.5","3.0","0.0","0.6","0.3","0.4","0.8","0.5","0.0","0.6","23.6","3.1","2.8","1.4","49.7","1.9","49.0","1.9","4.3","1.6","42.0","2.4","33.4","2.1","20.3","1.4","4522","180","57.4","3.4","42.6","3.4","74.5","3.8","16.3","3.5","9.2","2.5","1305","160","49.2","6.5","43.9","6.3","5.3","3.2","50.8","6.5","41.8","6.6","9.0","4.5","33.2","(X)","31.8","(X)","30.7","(X)","44533","4284","46608","3110","-","**","19135","25972","43864","20149","-","**","34256","6052","60821","31348","37712","6134","49609","4818","26806","8793","44426","5685","59120","5825","30667","8558","48357","3021","43455","5898","53943","4077","54817","3435","27222","5354","37411","12016","27518","4645","20200","6267","20450","6295","16607","37148","32625","12548","29174","7974","46750","28004","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US53003","Asotin County, Washington","9405","155","96.2","0.7","0.4","0.4","0.3","0.2","0.6","0.3","0.1","0.2","0.4","0.4","1.8","0.5","1.7","0.8","95.0","0.9","3.5","1.1","24.6","1.8","41.1","1.6","30.8","1.4","5918","268","38.7","2.4","61.3","2.4","74.2","3.2","18.6","2.5","7.2","2.3","3487","243","57.6","3.3","50.8","3.4","6.8","2.1","42.4","3.3","37.0","3.7","5.4","2.4","23.8","(X)","24.6","(X)","21.2","(X)","42689","2578","42569","2650","6071","16579","21607","171514","100652","7814","-","**","14643","59966","70096","32228","24662","13216","42917","2781","17926","6016","49477","2779","49195","4901","33187","4909","51777","3551","47576","5361","57544","5794","64625","4788","26926","3542","31875","11423","22427","2247","20346","2755","19124","2282","40054","21051","25895","5496","25574","5152","43819","42910","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US53005","Benton County, Washington","66625","541","86.1","0.5","1.2","0.2","1.0","0.2","2.2","0.3","0.1","0.1","7.6","0.5","1.9","0.3","12.8","0.5","81.5","0.5","4.3","0.4","34.0","0.7","39.9","0.7","21.7","0.5","46128","775","45.2","1.1","54.8","1.1","78.0","1.4","15.7","1.2","6.2","0.8","20497","868","50.6","2.0","44.1","2.2","6.5","1.2","49.4","2.0","40.0","2.1","9.4","1.6","21.1","(X)","21.6","(X)","18.7","(X)","60589","1571","63388","1891","56233","14375","40556","15775","84274","5217","52500","24543","37555","3494","57425","6183","38585","2272","64672","2119","27449","3406","61042","2694","82496","4681","44383","1937","72510","2452","61773","3509","79323","3763","85517","2322","28821","3902","53097","5054","36696","2354","26377","2147","24425","1637","50690","10352","47425","4420","43471","3695","60477","7889","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US53007","Chelan County, Washington","27183","550","94.1","1.0","0.1","0.1","0.9","0.4","0.6","0.2","0.0","0.1","2.7","0.8","1.5","0.6","17.0","1.0","80.8","1.0","3.3","0.9","29.4","1.3","39.4","1.3","28.0","1.1","18442","602","43.0","1.9","57.0","1.9","78.3","2.5","14.8","2.2","7.0","1.4","8741","569","54.4","3.4","47.2","3.8","7.3","2.0","45.6","3.4","36.2","3.2","9.4","2.8","39.9","(X)","40.9","(X)","36.4","(X)","50876","1835","51182","1944","40625","27893","45438","5912","46397","62781","-","**","50233","16937","44557","33976","42601","3620","53337","2603","31795","9251","52480","4558","59177","3861","40071","3391","60489","3563","53229","5459","66227","2452","68424","4078","30982","4330","47237","10106","28141","3703","22253","2213","20733","2098","50460","9605","37203","4236","31768","4344","56301","7956","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US53009","Clallam County, Washington","30963","464","91.8","0.7","0.4","0.2","4.1","0.5","1.1","0.3","0.1","0.1","0.5","0.3","2.0","0.4","3.2","0.4","89.2","0.7","3.0","0.5","22.4","1.1","37.5","0.9","37.1","0.8","18622","541","31.8","1.9","68.2","1.9","80.2","1.7","14.2","1.5","5.6","1.0","12341","547","52.8","2.3","44.4","2.3","8.5","1.7","47.2","2.3","34.8","2.3","12.3","1.7","26.0","(X)","25.9","(X)","25.2","(X)","47008","1475","47967","1318","7235","18379","30141","5495","41250","20724","-","**","28000","11665","44875","17729","35192","5719","48449","1300","31352","5093","45898","3612","54242","2212","43130","3002","60424","2175","52946","5210","62670","2369","67353","2277","29927","2958","39731","4093","29269","1609","25791","2032","22967","2182","45888","5058","32948","2388","29203","2465","45965","5966","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US53011","Clark County, Washington","160492","842","88.8","0.3","1.7","0.1","0.6","0.1","3.7","0.2","0.5","0.1","2.2","0.2","2.3","0.2","5.6","0.2","85.8","0.3","3.2","0.3","34.8","0.4","40.6","0.4","21.5","0.3","111328","1313","46.9","0.7","53.1","0.7","77.2","0.9","16.0","0.8","6.8","0.5","49164","1161","52.9","1.4","43.7","1.3","9.1","0.9","47.1","1.4","35.0","1.4","12.2","1.0","22.7","(X)","22.8","(X)","20.6","(X)","59551","1017","60817","1019","40865","6558","48679","11352","68061","6734","59423","10056","38621","5519","57710","4662","41657","3482","61417","1000","32966","4251","61886","1867","71623","1864","43155","1153","69744","995","66791","1563","71638","1471","80172","1150","36050","1549","48990","4173","38011","1180","31437","1248","27704","1177","58372","5677","45632","1986","40433","1772","65226","5131","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US53013","Columbia County, Washington","1706","100","95.5","1.8","0.0","1.9","1.5","1.2","0.4","0.3","0.0","1.9","1.1","1.0","1.6","1.0","2.9","1.2","93.8","1.9","2.1","2.0","23.9","3.2","37.7","3.6","36.4","2.9","1137","97","33.4","4.0","66.6","4.0","74.6","5.2","21.6","4.9","3.8","2.2","569","111","54.3","8.0","42.7","7.9","11.6","6.9","45.7","8.0","33.9","8.1","11.8","6.6","25.0","(X)","24.7","(X)","25.5","(X)","41071","5707","42521","6391","-","**","78047","57752","-","**","-","**","16705","53709","14821","4452","17411","36800","42542","6299","19489","45979","48906","16565","43750","8142","37670","5961","50321","5590","48438","14131","50954","8322","57833","10181","35167","30677","24125","15650","21971","6166","19712","3085","19099","2705","22222","72032","27500","10816","28063","9920","23393","20348","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US53015","Cowlitz County, Washington","39765","460","93.5","0.7","0.3","0.1","1.0","0.3","0.9","0.2","0.2","0.1","1.0","0.3","3.2","0.5","4.3","0.4","90.5","0.7","3.7","0.6","28.6","0.8","40.0","0.9","27.8","0.7","26282","564","39.7","1.6","60.3","1.6","75.5","1.6","17.5","1.7","7.0","1.1","13483","624","55.7","2.3","47.6","2.4","8.1","1.4","44.3","2.3","33.6","2.3","10.7","2.0","19.5","(X)","19.1","(X)","18.7","(X)","46571","1366","48234","1340","35357","11681","28750","7807","34063","6220","19286","21443","27833","20374","30875","12614","27454","6284","48787","1323","20524","3840","51432","3566","54600","2779","37776","1855","57511","1939","52482","3952","59738","2040","66849","2630","23189","3264","42208","9707","25447","1385","22622","1553","21521","1810","31583","3809","30838","2902","29972","3711","34219","18247","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US53017","Douglas County, Washington","14140","262","80.9","1.6","0.3","0.2","1.1","0.5","0.6","0.3","0.1","0.1","14.6","1.5","2.6","0.7","20.6","1.2","76.0","1.3","3.8","0.9","31.9","1.4","38.4","1.4","25.9","1.0","10603","389","41.9","2.6","58.1","2.6","78.0","2.5","14.2","2.0","7.8","1.9","3537","346","50.4","4.5","42.8","4.8","7.6","3.1","49.6","4.5","33.8","4.1","15.7","4.3","19.8","(X)","18.0","(X)","21.3","(X)","53235","2112","56911","2491","45987","41266","28333","44134","111083","21010","-","**","36509","2228","52824","18775","37228","2009","57983","2017","27382","18152","51865","3537","65078","4376","41919","3590","54980","2474","48182","6315","62248","3117","63142","2737","27014","1858","37898","3385","34379","3093","27632","4879","24056","3773","67969","17449","38202","3982","36115","2741","49184","15167","(X)","(X)","(X)","(X)","(X)","(X)"
