"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C01_031E","S1903_C01_031M","S1903_C01_032E","S1903_C01_032M","S1903_C01_033E","S1903_C01_033M","S1903_C01_034E","S1903_C01_034M","S1903_C01_035E","S1903_C01_035M","S1903_C01_036E","S1903_C01_036M","S1903_C01_037E","S1903_C01_037M","S1903_C01_038E","S1903_C01_038M","S1903_C01_039E","S1903_C01_039M","S1903_C01_040E","S1903_C01_040M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_031E","S1903_C02_031M","S1903_C02_032E","S1903_C02_032M","S1903_C02_033E","S1903_C02_033M","S1903_C02_034E","S1903_C02_034M","S1903_C02_035E","S1903_C02_035M","S1903_C02_036E","S1903_C02_036M","S1903_C02_037E","S1903_C02_037M","S1903_C02_038E","S1903_C02_038M","S1903_C02_039E","S1903_C02_039M","S1903_C02_040E","S1903_C02_040M","S1903_C03_001E","S1903_C03_001M","S1903_C03_002E","S1903_C03_002M","S1903_C03_003E","S1903_C03_003M","S1903_C03_004E","S1903_C03_004M","S1903_C03_005E","S1903_C03_005M","S1903_C03_006E","S1903_C03_006M","S1903_C03_007E","S1903_C03_007M","S1903_C03_008E","S1903_C03_008M","S1903_C03_009E","S1903_C03_009M","S1903_C03_010E","S1903_C03_010M","S1903_C03_011E","S1903_C03_011M","S1903_C03_012E","S1903_C03_012M","S1903_C03_013E","S1903_C03_013M","S1903_C03_014E","S1903_C03_014M","S1903_C03_015E","S1903_C03_015M","S1903_C03_016E","S1903_C03_016M","S1903_C03_017E","S1903_C03_017M","S1903_C03_018E","S1903_C03_018M","S1903_C03_019E","S1903_C03_019M","S1903_C03_020E","S1903_C03_020M","S1903_C03_021E","S1903_C03_021M","S1903_C03_022E","S1903_C03_022M","S1903_C03_023E","S1903_C03_023M","S1903_C03_024E","S1903_C03_024M","S1903_C03_025E","S1903_C03_025M","S1903_C03_026E","S1903_C03_026M","S1903_C03_027E","S1903_C03_027M","S1903_C03_028E","S1903_C03_028M","S1903_C03_029E","S1903_C03_029M","S1903_C03_030E","S1903_C03_030M","S1903_C03_031E","S1903_C03_031M","S1903_C03_032E","S1903_C03_032M","S1903_C03_033E","S1903_C03_033M","S1903_C03_034E","S1903_C03_034M","S1903_C03_035E","S1903_C03_035M","S1903_C03_036E","S1903_C03_036M","S1903_C03_037E","S1903_C03_037M","S1903_C03_038E","S1903_C03_038M","S1903_C03_039E","S1903_C03_039M","S1903_C03_040E","S1903_C03_040M"
"id","Geographic Area Name","Number!!Estimate!!Households","Number!!Margin of Error!!Households","Number!!Estimate!!Households!!One race!!White","Number!!Margin of Error!!Households!!One race!!White","Number!!Estimate!!Households!!One race!!Black or African American","Number!!Margin of Error!!Households!!One race!!Black or African American","Number!!Estimate!!Households!!One race!!American Indian and Alaska Native","Number!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Number!!Estimate!!Households!!One race!!Asian","Number!!Margin of Error!!Households!!One race!!Asian","Number!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Number!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Number!!Estimate!!Households!!One race!!Some other race","Number!!Margin of Error!!Households!!One race!!Some other race","Number!!Estimate!!Households!!Two or more races","Number!!Margin of Error!!Households!!Two or more races","Number!!Estimate!!Hispanic or Latino origin (of any race)","Number!!Margin of Error!!Hispanic or Latino origin (of any race)","Number!!Estimate!!White alone, not Hispanic or Latino","Number!!Margin of Error!!White alone, not Hispanic or Latino","Number!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Number!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Number!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Number!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Number!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Number!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Number!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Number!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Number!!Estimate!!FAMILIES!!Families","Number!!Margin of Error!!FAMILIES!!Families","Number!!Estimate!!FAMILIES!!Families!!With own children of householder under 18 years","Number!!Margin of Error!!FAMILIES!!Families!!With own children of householder under 18 years","Number!!Estimate!!FAMILIES!!Families!!With no own children of householder under 18 years","Number!!Margin of Error!!FAMILIES!!Families!!With no own children of householder under 18 years","Number!!Estimate!!FAMILIES!!Families!!Married-couple families","Number!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Number!!Estimate!!FAMILIES!!Families!!Married-couple families!!With own children under 18 years","Number!!Margin of Error!!FAMILIES!!Families!!Married-couple families!!With own children under 18 years","Number!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Number!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Number!!Estimate!!FAMILIES!!Families!!Female householder, no husband present!!With own children under 18 years","Number!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present!!With own children under 18 years","Number!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Number!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Number!!Estimate!!FAMILIES!!Families!!Male householder, no wife present!!With own children under 18 years","Number!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present!!With own children under 18 years","Number!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!2-person families","Number!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!2-person families","Number!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!3-person families","Number!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!3-person families","Number!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!4-person families","Number!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!4-person families","Number!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!5-person families","Number!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!5-person families","Number!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!6-person families","Number!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!6-person families","Number!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!7-or-more person families","Number!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!7-or-more person families","Number!!Estimate!!FAMILY INCOME BY NUMBER OF EARNERS!!No earners","Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF EARNERS!!No earners","Number!!Estimate!!FAMILY INCOME BY NUMBER OF EARNERS!!1 earner","Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF EARNERS!!1 earner","Number!!Estimate!!FAMILY INCOME BY NUMBER OF EARNERS!!2 earners","Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF EARNERS!!2 earners","Number!!Estimate!!FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners","Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners","Number!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Number!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Number!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Number!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Number!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Number!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Number!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Number!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Number!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Number!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Number!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Number!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Number!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Number!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Percent Distribution!!Estimate!!Households","Percent Distribution!!Margin of Error!!Households","Percent Distribution!!Estimate!!Households!!One race!!White","Percent Distribution!!Margin of Error!!Households!!One race!!White","Percent Distribution!!Estimate!!Households!!One race!!Black or African American","Percent Distribution!!Margin of Error!!Households!!One race!!Black or African American","Percent Distribution!!Estimate!!Households!!One race!!American Indian and Alaska Native","Percent Distribution!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Percent Distribution!!Estimate!!Households!!One race!!Asian","Percent Distribution!!Margin of Error!!Households!!One race!!Asian","Percent Distribution!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Percent Distribution!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Percent Distribution!!Estimate!!Households!!One race!!Some other race","Percent Distribution!!Margin of Error!!Households!!One race!!Some other race","Percent Distribution!!Estimate!!Households!!Two or more races","Percent Distribution!!Margin of Error!!Households!!Two or more races","Percent Distribution!!Estimate!!Hispanic or Latino origin (of any race)","Percent Distribution!!Margin of Error!!Hispanic or Latino origin (of any race)","Percent Distribution!!Estimate!!White alone, not Hispanic or Latino","Percent Distribution!!Margin of Error!!White alone, not Hispanic or Latino","Percent Distribution!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Percent Distribution!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Percent Distribution!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Percent Distribution!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Percent Distribution!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Percent Distribution!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Percent Distribution!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Percent Distribution!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Percent Distribution!!Estimate!!FAMILIES!!Families","Percent Distribution!!Margin of Error!!FAMILIES!!Families","Percent Distribution!!Estimate!!FAMILIES!!Families!!With own children of householder under 18 years","Percent Distribution!!Margin of Error!!FAMILIES!!Families!!With own children of householder under 18 years","Percent Distribution!!Estimate!!FAMILIES!!Families!!With no own children of householder under 18 years","Percent Distribution!!Margin of Error!!FAMILIES!!Families!!With no own children of householder under 18 years","Percent Distribution!!Estimate!!FAMILIES!!Families!!Married-couple families","Percent Distribution!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Percent Distribution!!Estimate!!FAMILIES!!Families!!Married-couple families!!With own children under 18 years","Percent Distribution!!Margin of Error!!FAMILIES!!Families!!Married-couple families!!With own children under 18 years","Percent Distribution!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Percent Distribution!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Percent Distribution!!Estimate!!FAMILIES!!Families!!Female householder, no husband present!!With own children under 18 years","Percent Distribution!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present!!With own children under 18 years","Percent Distribution!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Percent Distribution!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Percent Distribution!!Estimate!!FAMILIES!!Families!!Male householder, no wife present!!With own children under 18 years","Percent Distribution!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present!!With own children under 18 years","Percent Distribution!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!2-person families","Percent Distribution!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!2-person families","Percent Distribution!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!3-person families","Percent Distribution!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!3-person families","Percent Distribution!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!4-person families","Percent Distribution!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!4-person families","Percent Distribution!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!5-person families","Percent Distribution!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!5-person families","Percent Distribution!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!6-person families","Percent Distribution!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!6-person families","Percent Distribution!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!7-or-more person families","Percent Distribution!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!7-or-more person families","Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF EARNERS!!No earners","Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF EARNERS!!No earners","Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF EARNERS!!1 earner","Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF EARNERS!!1 earner","Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF EARNERS!!2 earners","Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF EARNERS!!2 earners","Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners","Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners","Percent Distribution!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Percent Distribution!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Percent Distribution!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Percent Distribution!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Percent Distribution!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Percent Distribution!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Percent Distribution!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Percent Distribution!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Percent Distribution!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Percent Distribution!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Percent Distribution!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Percent Distribution!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Percent Distribution!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Percent Distribution!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Estimate!!Households","Median income (dollars)!!Margin of Error!!Households","Median income (dollars)!!Estimate!!Households!!One race!!White","Median income (dollars)!!Margin of Error!!Households!!One race!!White","Median income (dollars)!!Estimate!!Households!!One race!!Black or African American","Median income (dollars)!!Margin of Error!!Households!!One race!!Black or African American","Median income (dollars)!!Estimate!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Estimate!!Households!!One race!!Asian","Median income (dollars)!!Margin of Error!!Households!!One race!!Asian","Median income (dollars)!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Estimate!!Households!!One race!!Some other race","Median income (dollars)!!Margin of Error!!Households!!One race!!Some other race","Median income (dollars)!!Estimate!!Households!!Two or more races","Median income (dollars)!!Margin of Error!!Households!!Two or more races","Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Median income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Estimate!!FAMILIES!!Families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With own children of householder under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With own children of householder under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With no own children of householder under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With no own children of householder under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Married-couple families!!With own children under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Married-couple families!!With own children under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Female householder, no husband present!!With own children under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present!!With own children under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Male householder, no wife present!!With own children under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present!!With own children under 18 years","Median income (dollars)!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!2-person families","Median income (dollars)!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!2-person families","Median income (dollars)!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!3-person families","Median income (dollars)!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!3-person families","Median income (dollars)!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!4-person families","Median income (dollars)!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!4-person families","Median income (dollars)!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!5-person families","Median income (dollars)!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!5-person families","Median income (dollars)!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!6-person families","Median income (dollars)!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!6-person families","Median income (dollars)!!Estimate!!FAMILY INCOME BY FAMILY SIZE!!7-or-more person families","Median income (dollars)!!Margin of Error!!FAMILY INCOME BY FAMILY SIZE!!7-or-more person families","Median income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF EARNERS!!No earners","Median income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF EARNERS!!No earners","Median income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF EARNERS!!1 earner","Median income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF EARNERS!!1 earner","Median income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF EARNERS!!2 earners","Median income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF EARNERS!!2 earners","Median income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners","Median income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone"
"0500000US53005","Benton County, Washington","72265","1321","63683","1693","N","N","N","N","N","N","N","N","N","N","N","N","11550","1197","56294","1472","2702","935","25108","1404","26763","1365","17692","1137","48463","2497","22216","1830","26247","2155","36384","2142","15117","1608","8184","1557","5109","1269","3895","1091","1990","819","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","6904","1147","16316","1922","21421","2018","3822","839","23802","2367","11823","1707","9582","1477","2241","875","11979","1762","8703","1558","3276","1045","72265","1321","88.1","1.6","N","N","N","N","N","N","N","N","N","N","N","N","16.0","1.6","77.9","1.7","3.7","1.3","34.7","1.8","37.0","1.8","24.5","1.5","48463","2497","45.8","3.2","54.2","3.2","75.1","3.1","31.2","3.2","16.9","3.0","10.5","2.5","8.0","2.1","4.1","1.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","14.2","2.2","33.7","3.7","44.2","3.5","7.9","1.7","23802","2367","49.7","5.3","40.3","4.7","9.4","3.6","50.3","5.3","36.6","5.8","13.8","3.9","63346","4028","65373","3371","N","N","84457","76651","103731","7428","-","**","49549","5496","35622","7522","48075","4710","69577","3726","48367","10746","64541","5974","87831","10290","47402","5156","75938","5486","68750","12938","81324","9083","91764","4766","93804","6284","33825","5024","28975","9887","52483","12757","42703","16478","74495","9006","64414","14043","87170","9978","77241","21329","63160","27394","91898","6693","48702","9766","55984","8428","99475","8820","127933","20169","40473","8662","31980","12002","25043","7942","59479","16238","45856","8733","40302","10637","66491","34912"
"0500000US53007","Chelan County, Washington","27060","1626","24423","1776","N","N","N","N","N","N","N","N","N","N","N","N","N","N","21681","1263","1569","998","6949","1314","10265","1259","8277","833","18701","2010","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","3662","782","5985","1622","7415","1463","1639","805","8359","1411","4352","1090","3870","1022","482","400","4007","880","2827","637","1180","643","27060","1626","90.3","4.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80.1","3.6","5.8","3.6","25.7","4.3","37.9","4.2","30.6","3.5","18701","2010","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.6","3.7","32.0","7.5","39.7","7.4","8.8","4.0","8359","1411","52.1","8.3","46.3","8.0","5.8","4.7","47.9","8.3","33.8","6.8","14.1","7.2","61615","8398","65851","7598","-","**","-","**","-","**","-","**","45406","22178","N","N","45986","22424","66457","6147","62468","76290","65746","17969","80727","19772","42776","6691","67983","6547","58679","18498","69875","6583","72233","7622","76688","15728","31610","21369","21644","20211","67988","83556","-","**","68027","8078","59117","20844","82576","39527","85088","45211","103614","115108","31699","46871","41478","9222","58996","20811","90012","24462","107140","23039","37183","11777","22087","7035","21139","4444","60043","44201","65389","23758","46734","16584","77069","231120"
